wages increased more slowly 86
walking distance from campus 270
walking distance from school 288
walking straight ahead through 46
walking straight ahead without 57
walks therefore were almost 78
wares imported from abroad 203
washing machines have become 104
waste containing heavy metals 200
waste directly into rivers 123
waste disposal from nuclear 96
waste disposal have become 107
waste materials from nuclear 61
waste materials into rivers 45
waste materials into useful 300
waste materials were treated 52
waste products fast enough 41
waste products from muscle 45
waste products from nuclear 478
waste products from tissue 45
waste products from various 121
waste products into rivers 78
waste products into usable 41
waste products into useful 152
waste products like carbon 245
waste products like lactic 133
waste products pass through 333
waste valuable time searching 261
watch narrowly what effect 94
water containing free carbon 107
water containing free oxygen 46
water containing heavy metals 215
water containing heavy oxygen 50
water containing high levels 671
water containing just enough 42
water containing much sodium 43
water containing only traces 51
water containing some alkali 44
water containing some ammonia 166
water containing some sodium 76
water containing very little 164
water contains high levels 208
water contains less oxygen 135
water contains more oxygen 108
water contains only traces 73
water contains very little 220
water conveyed into houses 102
water deposits were formed 45
water directly from rivers 120
water directly from streams 173
water diverted from rivers 165
water diverted from streams 261
water droplets form around 83
water droplets form clouds 46
water extended much farther 84
water imported from france 52
water intrusion into ground 55
water intrusion into rivers 90
water obtained from melted 66
water obtained from public 45
water obtained from rivers 124
water obtained from streams 45
water obtained from various 89
water pollution from animal 136
water pollution from runoff 241
water pollution from sewage 156
water pollution have become 112
water pollution have reached 54
water pressure drop across 55
water pressure drop through 162
water required will depend 102
water requires more energy 48
water scarcely deep enough 62
water subsided grew various 153
water supplies during periods 41
water supplies from ground 110
water supplies from rivers 404
water supplies from sewage 85
water supplies from streams 143
water supplies have already 95
water supplies have become 367
water supplies were scarce 82
water supplies will become 252
water supports your weight 77
water trickled down through 88
water trickles down through 625
water withdrawn from rivers 140
water withdrawn from streams 71
weaker buffaloes were lifted 84
wealthy burghers from quitting 47
wealthy families from moscow 43
wealthy families were ruined 165
wealthy families were taught 61
wealthy suburban high school 65
weapon shivered into pieces 48
weather patterns have changed 146
weaver repented having waited 59
weigh evidence more wisely 66
where africans were forced 48
where aircraft have landed 45
where alliances were formed 46
where branches have broken 72
where children feel secure 105
where children have access 214
where children have already 54
where children have become 87
where children have learned 59
where children have little 99
where children have played 40
where children have special 56
where children learn through 65
where children once played 65
where children were already 46
where children were always 142
where children were burned 83
where children were engaged 43
where children were forced 125
where children were killed 71
where children were likely 80
where children were looked 45
where children were placed 137
where children were raised 150
where children were sleeping 57
where children were taught 1120
where children were treated 105
where children were wanted 147
where citizens have access 44
where citizens have little 48
where citizens were denied 42
where civilians were killed 50
where communal land tenure 84
where contacts have already 48
where coronary heart disease 157
where decisions have already 41
where decisions were reached 117
where delicious wild fruits 43
where disputes have arisen 126
where eighteen years before 169
where elections were annual 141
where electors were chosen 119
where employee dies before 43
where everyone else failed 90
where everyone else seemed 147
where everyone else stands 158
where everyone runs around 52
where everyone sits around 225
where everyone went around 49
where execution will resume 51
where families have become 43
where families were broken 51
where fourteen years before 157
where fourteen years earlier 59
where heretics were burned 122
where hundreds were around 53
where hundreds were killed 110
where insiders have traded 47
where interest rate changes 65
where laborers were needed 44
where languages have failed 117
where libations were poured 45
where managers have little 45
where marginal cost equals 9106
where munitions were stored 50
where normally there should 104
where officers have relied 72
where patients were treated 395
where possible there should 61
where possible these should 88
where problems have arisen 245
where problems were solved 82
where questions have arisen 94
where questions were raised 128
where refugees were housed 44
where salaries were higher 123
where scholars from various 65
where sentries were posted 77
where servants more abound 89
where soldiers were buried 64
where soldiers were posted 46
where sparrows were building 53
where students from around 57
where students from various 82
where students have access 269
where students have already 58
where students have become 50
where students have little 108
where students have worked 41
where students learn through 62
where students were engaged 65
where students were forced 69
where students were placed 55
where students were studying 54
where students were taught 655
where subjects were taught 97
where subjects were tested 43
where subjects were waited 56
where suicides were buried 52
where supplies were needed 42
where supplies were scarce 52
where supplies were stored 182
where thousands have failed 55
where thousands were killed 135
where tranquil must adduce 61
where treasures were hidden 65
where tropical rain forest 45
where trustees have notice 62
where visitors walk through 44
where visitors were always 80
where washington lies buried 94
which absorbed into itself 103
which accorded well enough 130
which achieved cult status 47
which achieved even greater 62
which achieved nothing except 62
which achieved some degree 48
which achieved some measure 61
which achieved very little 65
which actually came before 75
which actually come before 63
which actually have little 82
which actually means something 65
which actually pass through 99
which actually went through 63
which affected their future 51
which affected their rights 47
which affected their status 51
which afforded good forage 50
which afforded great relief 92
which afforded much ground 61
which afforded some little 47
which afforded some measure 51
which afforded some relief 337
which afforded some slight 51
which afforded very little 67
which africans were forced 86
which africans were treated 43
which agencies must comply 47
which agitated their bosoms 55
which alliances were formed 60
which allusions have already 99
which animated their bosoms 43
which animated their breasts 44
which animated their fathers 108
which annually pass through 64
which annulled three wicked 64
which answered much better 41
which answered well enough 406
which apartheid south africa 45
which approach best serves 56
which articles were agreed 178
which articles were issued 41
which articles were likely 120
which ascribed some occult 41
which ascribes their origin 66
which assigned these writings 78
which attacked pearl harbor 126
which attained their climax 45
which attended their labors 78
which attended their master 64
which attended their meetings 40
which attended their preaching 67
which attended these meetings 47
which attended young marius 70
which attention must always 51
