we add indirect taxes 42
we all believed would 71
we all compared notes 57
we all complain about 369
we all cordially unite 97
we all embarked again 46
we all expected would 55
we all probably agree 47
we all probably would 50
we all received grace 108
we all remained below 179
we all remained quiet 48
we all remained seated 41
we all remember about 68
we all remember david 50
we all remember where 55
we all secretly hoped 54
we all squatted round 93
we all wandered about 41
we all wondered about 112
we all wondered where 100
we any positive proof 57
we are actively aware 68
we are actively creating 47
we are actively engaging 97
we are actively looking 150
we are actively seeking 348
we are actively thinking 82
we are actively working 284
we are actually about 139
we are actually above 51
we are actually after 43
we are actually alone 84
we are actually asked 57
we are actually aware 566
we are actually bound 72
we are actually calling 56
we are actually causing 50
we are actually changing 111
we are actually close 86
we are actually creating 283
we are actually cutting 55
we are actually denying 68
we are actually drawing 44
we are actually dreaming 46
we are actually engaging 92
we are actually faced 258
we are actually feeling 270
we are actually finding 107
we are actually gaining 42
we are actually getting 393
we are actually given 241
we are actually growing 66
we are actually helping 213
we are actually holding 63
we are actually keeping 48
we are actually learning 129
we are actually looking 1094
we are actually opening 44
we are actually passing 105
we are actually placing 40
we are actually playing 105
we are actually praying 113
we are actually putting 118
we are actually quite 249
we are actually reaching 46
we are actually running 92
we are actually seeking 244
we are actually selling 65
we are actually sending 59
we are actually sensing 52
we are actually serving 88
we are actually setting 99
we are actually showing 42
we are actually shown 124
we are actually sitting 68
we are actually solving 106
we are actually speaking 337
we are actually stating 57
we are actually still 91
we are actually talking 1266
we are actually teaching 156
we are actually telling 44
we are actually testing 162
we are actually thinking 364
we are actually treating 46
we are actually turning 65
we are actually under 149
we are actually viewing 54
we are actually walking 69
we are actually willing 53
we are actually within 94
we are actually working 409
we are actually worse 42
we are actually writing 102
we are addressing today 70
we are admitted within 90
we are advanced still 55
we are advocating would 67
we are affected about 67
we are agnostic about 126
we are announcing today 228
we are anxiously looking 221
we are anxiously seeking 47
we are anxiously waiting 339
we are anywhere close 147
we are arrested every 166
we are attacked again 141
we are attacked first 179
we are attempting today 48
we are begotten again 283
we are breathless while 53
we are buffeted about 52
we are business people 73
we are careless about 488
we are catholics first 100
we are cautioned about 88
we are children again 192
we are children playing 61
we are children still 141
we are christian people 225
we are citizens first 47
we are clueless about 55
we are collecting money 45
we are commonly asked 66
we are commonly aware 344
we are commonly blind 51
we are commonly faced 46
we are commonly happy 81
we are commonly known 54
we are commonly proud 69
we are comrades shall 53
we are confined within 430
we are confused about 1122
we are conscious about 141
we are conscious every 88
we are conscious first 66
we are conscious rather 78
we are conscious thereof 744
we are conscious today 64
we are conscious while 44
we are conscious within 269
we are contending about 123
we are conversing about 114
we are creatures whose 171
we are critical about 51
we are deceived about 193
we are deceived again 63
we are dedicating today 230
we are describing would 133
we are desirous rather 69
we are destined never 196
we are developing plans 48
we are developing today 129
we are developing tools 74
we are developing within 68
we are directly above 97
we are directly aware 3859
we are directly looking 90
we are directly under 98
we are discussing about 393
we are discussing cases 48
we are discussing comes 62
we are discussing could 157
we are discussing first 42
we are discussing human 108
we are discussing makes 116
we are discussing might 185
we are discussing music 48
we are discussing party 56
we are discussing people 68
we are discussing really 56
we are discussing right 184
we are discussing seems 141
we are discussing short 42
we are discussing shows 242
we are discussing social 110
we are discussing today 2681
we are discussing turns 58
we are discussing under 87
we are discussing which 121
we are discussing would 632
we are disposed rather 130
we are doubtful about 796
we are earnestly seeking 124
we are educated about 54
we are educated people 59
we are elevated above 271
we are embedded within 133
we are embodied minds 42
we are embodied souls 55
we are emotional about 44
we are employed about 100
we are encamped about 45
we are enclosed within 192
we are enlisted under 57
we are enmeshed again 47
we are entirely alone 366
we are entirely aware 72
we are entirely freed 98
we are entirely happy 43
we are entirely lacking 67
we are entirely right 84
we are entirely under 67
we are entirely willing 211
we are entirely within 142
we are entitled under 241
we are envisaging would 68
we are ethically bound 435
we are exercising power 85
we are explicit about 252
we are fallible human 228
we are fashioned after 53
we are finished speaking 47
we are finished talking 96
we are finished writing 44
we are flexible about 44
we are forcibly shown 41
we are forgetting about 136
we are fourteen strong 60
we are functioning under 74
we are functioning within 87
we are governed today 74
we are governed under 44
we are hesitant about 199
we are hesitating about 45
we are homeward bound 964
we are honestly seeking 78
we are ignorant about 1089
we are ignorant people 114
we are ignorant whose 80
we are immersed within 63
we are immortal souls 144
we are inclined either 119
we are inclined rather 226
we are inclined today 90
we are included within 88
we are indebted above 194
we are indebted again 45
we are indebted first 200
we are indebted rather 54
we are indebted under 42
we are informed about 1531
we are informed later 66
we are informed where 51
we are initially aware 66
