wainscot a dead white 42
wandered a few miles 76
wandered a few paces 199
wandered a few steps 256
wandered a few yards 222
wandered a long while 249
wanderings i had never 125
warrants a few words 192
wavelength a are given 103
wavelength x are given 41
welcomed a few hours 56
westward a few miles 557
whatever a boy might 48
whatever a man comes 62
whatever a man could 220
whatever a man gains 40
whatever a man knows 114
whatever a man loves 292
whatever a man might 173
whatever a man thinks 474
whatever a man wants 201
whatever a man wills 724
whatever a man would 124
whatever i can about 447
whatever i can offer 50
whatever i can serve 47
whatever i can spare 78
whatever i did after 48
whatever i did could 43
whatever i did would 403
whatever i had taken 44
whatever i may allow 40
whatever i may blame 46
whatever i may write 294
whatever i now write 44
whatever i say about 330
whatever i say today 41
whatever i say would 58
whatever i was about 211
whatever i was asked 191
whatever i was feeling 251
whatever i was given 123
whatever i was holding 54
whatever i was looking 185
whatever i was thinking 261
whatever i was working 181
whatever i was writing 107
whenever a big story 48
whenever a car drove 73
whenever a death takes 43
whenever a few people 93
whenever a man comes 281
whenever a man could 60
whenever a man dreams 438
whenever a man fails 62
whenever a man falls 53
whenever a man feels 192
whenever a man finds 200
whenever a man gives 41
whenever a man leaves 61
whenever a man makes 128
whenever a man shall 97
whenever a man speaks 124
whenever a man takes 115
whenever a man thinks 132
whenever a man tries 121
whenever a man turns 72
whenever a man wants 71
whenever a man would 82
whenever a new batch 200
whenever a new change 215
whenever a new chief 117
whenever a new child 84
whenever a new class 147
whenever a new entry 63
whenever a new event 60
whenever a new field 74
whenever a new frame 46
whenever a new group 166
whenever a new guest 48
whenever a new house 148
whenever a new image 40
whenever a new issue 131
whenever a new leader 53
whenever a new light 128
whenever a new major 45
whenever a new method 102
whenever a new model 92
whenever a new order 67
whenever a new party 160
whenever a new phase 55
whenever a new piece 185
whenever a new place 43
whenever a new plant 59
whenever a new point 56
whenever a new pupil 63
whenever a new ruler 56
whenever a new skill 59
whenever a new social 51
whenever a new state 661
whenever a new topic 43
whenever a new value 161
whenever a poem seems 56
whenever a red light 182
whenever a war breaks 870
whenever a war broke 187
whenever a war shall 59
whenever a weak party 94
whenever i ask about 78
whenever i can again 44
whenever i can agree 58
whenever i can breathe 49
whenever i can catch 65
whenever i can light 56
whenever i can serve 97
whenever i can spare 163
whenever i did anything 379
whenever i get bored 48
whenever i get close 179
whenever i get hungry 56
whenever i get stuck 107
whenever i get tired 146
whenever i get upset 59
whenever i got bored 45
whenever i got close 199
whenever i got hungry 68
whenever i got stuck 153
whenever i got tired 161
whenever i had anything 286
whenever i had asked 87
whenever i had found 48
whenever i had money 78
whenever i had reason 44
whenever i had spare 69
whenever i had tried 107
whenever i hear about 222
whenever i hear anything 174
whenever i hear beauty 83
whenever i hear music 47
whenever i hear people 242
whenever i read about 581
whenever i read anything 86
whenever i saw anything 109
whenever i saw people 60
whenever i say anything 270
whenever i see anything 264
whenever i see girls 60
whenever i see people 136
whenever i was about 517
whenever i was alone 1774
whenever i was asked 713
whenever i was awake 148
whenever i was bored 60
whenever i was close 58
whenever i was faced 117
whenever i was feeling 211
whenever i was getting 51
whenever i was given 116
whenever i was hungry 160
whenever i was looking 51
whenever i was passing 83
whenever i was playing 42
whenever i was quite 126
whenever i was really 76
whenever i was stuck 105
whenever i was taken 109
whenever i was talking 64
whenever i was thinking 48
whenever i was tired 180
whenever i was under 74
whenever i was upset 101
whenever i was walking 64
whenever i was within 80
whenever i was working 163
whenever i was writing 48
wherever a few people 111
wherever a man could 178
wherever a man finds 87
wherever a man might 105
wherever a man turns 45
wherever a man works 589
wherever a poet gives 45
wherever i had found 43
wherever i may dwell 42
wherever i was asked 134
wherever i was playing 40
wherever i was sitting 63
wherever i was staying 75
wherever i was working 162
whispering a few words 1681
whispers a few words 1204
whistled a few notes 280
whistled a few times 92
whistles a few notes 44
whomever i was talking 61
wickedly i had lived 114
withdrawing a few drops 59
withdrawing a few paces 117
withdrawing a few steps 179
withdrawn a few hours 87
withdrawn a few miles 105
withdrawn a few months 208
withdrawn a few paces 201
withdrawn a few steps 287
withdrawn a few weeks 131
withdrawn a few yards 94
withdrawn a year later 299
withstand a dry season 46
withstand a few hours 42
withstand a long period 197
withstand a long siege 1462
withstood a long siege 459
witnessing a car crash 87
witnessing a mean action 51
witnessing a new phase 118
witnessing a new stage 73
witnessing a new trend 43
witnessing a real event 55
wondered a bit about 266
wondered a few times 108
wondered a lot about 555
wondered i had never 185
workshop a few months 43
workshop i was teaching 167
wretched i was every 52
