we add anything about 79
we all agree about 568
we all agree would 57
we all began pulling 61
we all began running 54
we all began talking 191
we all bowed again 61
we all cared about 311
we all carry about 624
we all carry within 943
we all change under 59
we all could agree 190
we all could enjoy 99
we all could really 43
we all could share 135
we all could stand 61
we all cried again 49
we all dearly loved 42
we all drank water 101
we all dress alike 80
we all enjoy learning 40
we all enjoy today 155
we all exist within 94
we all feared would 77
we all gaily dance 45
we all gather round 228
we all hoped might 47
we all hoped would 496
we all joked about 135
we all knelt round 49
we all knelt while 42
we all labor under 85
we all laugh about 117
we all liked about 43
we all lived close 110
we all lived under 192
we all lived within 70
we all loved dearly 74
we all loved music 88
we all might agree 112
we all might enjoy 69
we all might share 58
we all moved about 81
we all nearly froze 74
we all rally round 117
we all rather liked 80
we all really liked 125
we all really loved 43
we all shake hands 449
we all shall stand 154
we all share about 113
we all share alike 105
we all share today 79
we all shook hands 2126
we all sitting round 44
we all slept under 102
we all slept until 54
we all sound alike 91
we all spoke about 119
we all stand about 43
we all stand bound 50
we all stand equal 84
we all stand round 43
we all stand still 47
we all stand under 150
we all start looking 53
we all start running 45
we all start talking 98
we all start thinking 60
we all still carry 42
we all still lived 92
we all still share 47
we all stood about 204
we all stood bound 57
we all stood looking 183
we all stood quiet 60
we all stood round 868
we all stood staring 82
we all stood still 693
we all stood under 53
we all stood waiting 139
we all stood while 41
we all talking about 223
we all value alike 46
we all worry about 812
we all would agree 374
we all would enjoy 49
we all would laugh 40
we all would rather 123
we all would share 43
we all would stand 45
we all would still 54
we all write about 74
we all write poetry 52
we all wrote about 49
we and ellen would 53
we and others began 42
we and others could 180
we and others found 199
we and others might 127
we and others ought 76
we and others shall 47
we and others would 161
we any longer doubt 400
we any moral right 42
we arc talking about 236
we are about again 93
we are about eight 181
we are about equal 201
we are about fifty 176
we are about forty 85
we are about getting 64
we are about right 148
we are about sending 47
we are about setting 41
we are about seven 199
we are about thirty 313
we are about today 47
we are about where 262
we are again about 114
we are again after 76
we are again alone 117
we are again asked 113
we are again awake 71
we are again aware 108
we are again bound 73
we are again close 69
we are again drawn 68
we are again faced 2152
we are again finding 40
we are again getting 100
we are again given 194
we are again looking 233
we are again moved 47
we are again passing 64
we are again quite 52
we are again quoting 66
we are again running 52
we are again seeking 50
we are again shown 399
we are again speaking 111
we are again taken 109
we are again talking 169
we are again thinking 43
we are again thrown 406
we are again today 103
we are again turning 43
we are again under 234
we are again waiting 44
we are again willing 59
we are again within 124
we are again working 77
we are agape after 60
we are alike bound 160
we are alike shown 72
we are alive again 97
we are alive today 288
we are alone again 541
we are alone under 44
we are arguing about 3063
we are asked about 2310
we are asked again 104
we are asked either 47
we are asked first 162
we are asked today 125
we are asked where 182
we are asked which 225
we are awake again 88
we are aware first 65
we are aware rather 43
we are aware today 328
we are aware which 181
we are aware would 46
we are bending every 93
we are black people 112
we are blown about 170
we are bound either 339
we are bound first 178
we are bound never 116
we are bound rather 52
we are bound still 111
we are bound under 232
we are bound where 606
we are bound within 133
we are broad awake 127
we are calling flesh 41
we are calling social 73
we are cared about 62
we are casting about 170
we are casting aside 43
we are changing every 70
we are chary about 44
we are chasing after 77
we are close again 42
we are close under 60
we are color blind 163
we are crazy about 126
we are creating today 133
we are creating value 42
we are daily faced 69
we are daily gaining 77
we are daily getting 120
we are daily growing 229
we are daily learning 224
we are daily liable 85
we are daily looking 46
we are daily nearer 43
we are daily robbing 1035
we are daily shown 81
we are dearly loved 41
we are dimly aware 539
we are drawing close 246
we are drawing nearer 1129
we are drawing plans 58
we are drawn after 225
we are drawn again 83
we are drawn aside 104
we are drawn close 147
we are drawn either 40
we are drawn nearer 280
we are drawn thither 114
we are drawn within 54
we are dreaming about 204
we are dreaming while 96
we are easily bored 83
we are easily drawn 108
we are easily moved 56
we are easily taken 49
we are eight miles 115
we are either blind 43
we are either growing 57
we are either right 137
we are either slain 258
we are either speaking 53
we are either strong 43
we are either talking 78
we are either worthy 46
we are equal under 41
we are every where 474
we are faced again 582
we are faced daily 98
we are faced either 91
we are faced every 74
we are faced first 73
we are faced today 1783
we are falling apart 367
we are falling short 1083
we are falling under 46
we are fated never 75
we are feeling about 291
we are feeling after 55
we are feeling happy 127
we are feeling hungry 47
we are feeling quite 59
we are feeling rather 89
we are feeling really 70
we are feeling right 134
we are feeling sorry 95
we are feeling tired 184
we are feeling today 89
we are feeling under 81
we are fifty miles 96
we are finding fault 393
we are finding scope 65
we are finding today 271
we are first asked 76
we are first aware 310
we are first drawn 79
we are first faced 82
we are first getting 50
we are first given 352
we are first learning 470
we are first looking 41
we are first loved 83
we are first naked 46
we are first saved 51
we are first shown 230
we are first taken 47
we are first willing 64
we are forcing people 60
we are forty miles 70
we are found false 1554
we are found fault 47
we are found lacking 54
we are found wanting 348
we are found worthy 250
we are frank about 82
we are freer today 54
we are fully alert 61
we are fully alive 769
we are fully armed 197
we are fully awake 536
we are fully aware 9287
we are fully borne 191
we are fully equal 98
we are fully grown 334
we are fully human 190
we are fully known 382
we are fully willing 50
we are fully within 72
we are gaining about 46
we are gaining every 41
we are getting about 290
we are getting anything 70
we are getting bored 109
we are getting close 3995
we are getting daily 42
we are getting every 70
we are getting fewer 141
we are getting hungry 90
we are getting mixed 46
we are getting money 58
we are getting nearer 1866
we are getting nearly 68
we are getting older 924
we are getting people 125
we are getting prosy 63
we are getting quite 802
we are getting rather 425
we are getting really 73
we are getting right 129
we are getting round 47
we are getting short 132
we are getting stale 46
we are getting strong 50
we are getting stuck 42
we are getting tired 1082
we are getting today 218
we are getting under 370
we are getting value 167
we are getting weaker 515
we are getting within 167
we are getting worse 225
we are given about 717
we are given ample 136
we are given brief 88
we are given cause 65
we are given clues 198
we are given either 206
we are given equal 43
we are given every 190
we are given facts 49
we are given first 158
we are given fresh 53
we are given gifts 63
we are given grace 75
we are given hints 254
we are given money 48
we are given names 41
we are given pause 120
we are given power 465
we are given proof 48
we are given quite 109
we are given rather 48
we are given reason 197
we are given signs 43
we are given small 42
we are given still 42
we are given strong 44
we are given today 115
we are given vivid 85
we are groping about 146
we are groping after 80
we are growing apart 119
we are growing older 586
we are growing quite 82
we are growing rusty 185
we are growing strong 47
we are growing tired 158
we are growing weaker 72
we are growing wiser 156
we are growing worse 293
we are grown odious 44
we are grown people 43
we are grown wiser 312
we are grown women 106
we are happy about 659
we are happy again 295
we are happy people 53
we are happy today 64
we are happy under 65
we are harming others 41
we are headed right 140
we are helping others 293
we are helping people 299
we are holding fixed 94
we are holding hands 211
we are holding today 133
we are honor bound 287
we are human after 67
we are hungry again 100
we are joining hands 52
we are joint heirs 481
we are judging about 200
we are judging after 106
we are judging others 88
we are keeping alive 148
we are keeping close 69
we are keeping house 89
we are keeping quiet 55
we are keeping track 199
we are keeping watch 59
we are keeping within 72
we are killing people 101
we are lacking today 73
we are later given 52
we are learning about 3489
we are learning again 129
we are learning anything 102
we are learning daily 97
we are learning every 183
we are learning today 248
we are learning words 93
we are lending money 98
we are letting people 52
we are letting still 45
we are liable every 108
we are listing below 232
we are looking about 166
we are looking after 906
we are looking again 226
we are looking daily 99
we are looking every 56
we are looking first 116
we are looking rather 98
we are looking right 222
we are looking round 193
we are looking today 55
we are looking turns 42
we are looking where 42
we are looking within 73
we are meeting after 43
we are meeting again 161
we are meeting every 72
we are meeting people 51
we are meeting today 456
we are meeting under 100
we are miles apart 270
we are missing anything 45
we are missing today 64
we are naive about 94
we are named after 295
we are nearly right 53
we are nearly thrown 100
we are never again 510
we are never alone 6366
we are never anything 84
we are never apart 125
we are never asked 341
we are never aware 912
we are never bored 385
we are never bound 58
we are never either 196
we are never faced 131
we are never found 42
we are never freed 59
we are never fully 979
we are never given 1236
we are never happy 260
we are never liable 62
we are never moved 74
we are never nearer 64
we are never privy 183
we are never quite 3157
we are never really 1629
we are never right 179
we are never short 164
we are never shown 482
we are never sorry 56
we are never still 44
we are never taken 210
we are never talking 58
we are never thinking 47
we are never tired 1684
we are never truly 482
we are never under 182
we are never willing 165
we are newly aware 46
we are noble still 209
we are often alone 49
we are often asked 4754
we are often aware 882
we are often beset 43
we are often blind 446
we are often bored 58
we are often bound 105
we are often drawn 293
we are often either 43
we are often faced 1678
we are often found 83
we are often given 683
we are often happy 68
we are often hungry 59
we are often lacking 59
we are often liable 140
we are often looking 259
we are often missing 42
we are often moved 223
we are often prone 361
we are often quick 207
we are often quite 682
we are often rather 67
we are often really 47
we are often right 251
we are often seeking 85
we are often short 84
we are often shown 137
we are often speaking 84
we are often still 399
we are often stuck 157
we are often taken 245
we are often talking 290
we are often thinking 157
we are often thrown 174
we are often truly 50
we are often under 473
we are often urged 144
we are often willing 608
we are often working 191
we are opening today 80
we are passing mount 90
we are passing today 382
we are passing under 167
we are passing would 43
we are people again 107
we are people first 124
we are people whose 115
we are plain people 166
we are playing cards 89
we are playing catch 203
we are playing chess 125
we are playing false 59
we are playing games 203
we are playing poker 47
we are playing right 162
we are playing roles 61
we are playing today 49
we are playing whist 74
we are plunging madly 243
we are poles apart 251
we are pouring money 49
we are praying about 262
we are proud today 61
we are putting aside 282
we are putting money 48
we are putting people 49
we are putting words 52
we are quick about 128
we are quiet about 46
we are quiet again 100
we are quiet people 63
we are quite adept 80
we are quite alive 141
we are quite alone 3743
we are quite awake 113
we are quite aware 2654
we are quite beaten 44
we are quite blind 89
we are quite close 1194
we are quite equal 75
we are quite frank 133
we are quite grown 201
we are quite happy 1435
we are quite lucky 76
we are quite often 614
we are quite plain 42
we are quite prone 60
we are quite proud 421
we are quite right 2618
we are quite small 53
we are quite sober 139
we are quite sorry 119
we are quite still 50
we are quite strong 171
we are quite tired 500
we are quite uneasy 46
we are quite willing 3581
we are quite within 159
we are quits again 42
we are quoting below 78
we are raising about 71
we are raising every 47
we are raising money 114
we are rather badly 89
we are rather bound 92
we are rather close 107
we are rather looking 42
we are rather lucky 46
we are rather prone 141
we are rather proud 608
we are rather short 387
we are rather slack 197
we are rather sorry 95
we are rather taken 77
we are rather tired 432
we are reaching after 41
we are reaching people 41
we are really about 628
we are really after 2026
we are really again 45
we are really alive 266
we are really alone 176
we are really arguing 105
we are really asked 113
we are really awake 299
we are really aware 308
we are really blind 41
we are really bound 117
we are really calling 73
we are really changing 57
we are really close 350
we are really creating 121
we are really denying 41
we are really drawing 66
we are really driving 74
we are really faced 291
we are really feeling 530
we are really finding 113
we are really gaining 63
