wafers and whipped cream 64
wafers are removed from 103
wagons and animals were 101
wagons and buggies were 228
wagons and carried away 106
wagons and coaches were 87
wagons and everything else 112
wagons and sleighs were 46
wagons and started back 44
wagons and wounded were 44
wagons for several days 60
wagons had arrived from 42
wagons that carried their 89
wailed and gnashed their 75
wailed and groaned like 100
waited and watched from 279
waited and watched over 40
waited and watched their 55
waited and watched till 195
waited for answers from 51
waited for fifteen days 55
waited for fifteen years 144
waited for letters from 283
waited for official word 45
waited for outside help 51
waited for payment till 57
waited for perhaps five 70
waited for perhaps half 185
waited for reports from 148
waited for results from 49
waited for several cars 48
waited for several days 1077
waited for several more 321
waited for several years 314
waited for signals from 76
waited for sixteen years 58
waited for support from 42
waited for thirteen days 50
waited for thirteen years 61
waited one hundred years 102
waited six thousand years 1247
waited ten minutes more 278
waited two hundred years 148
waited two thousand years 403
waited with anxiety till 63
waited with averted eyes 76
waited with crossed arms 46
waited with several other 43
waiter and ordered more 232
waiter and ordered some 128
waiter and ordered three 65
waiter but refused none 61
waiter had appeared upon 81
waiter had brought over 41
waiter had brought their 257
waiter who brought their 56
waived for several years 48
walked and carried their 101
walked and climbed over 134
walked and crashed down 140
walked for perhaps half 262
walked for several days 540
walked for several more 99
walked for several years 48
walked his quarter deck 68
walked off together down 131
walked off together into 118
walked out between three 42
walked out rapidly into 45
walked out together into 485
walked two hundred feet 56
walked with dignity back 47
walked with dignity down 45
walked with dignity from 137
walked with dignity into 55
walked with elastic step 50
walked with faltering step 43
walked with lighter step 43
walked with lowered eyes 87
walked with measured pace 66
walked with measured step 112
walked with measured tread 338
walked with purpose down 40
walked with quicker step 67
walked with stately step 48
walked with stately tread 161
walked with unsteady step 64
walled and contain clear 95
walled with masonry like 57
wallet and address book 43
wallet for several years 44
wallow and grapple there 53
wampum and tobacco from 50
wander for several days 45
wander for several years 53
wanted and exactly what 79
wanted for fifteen years 41
wanted for herself when 40
wanted for several days 70
wanted for several years 176
wanted her brought down 44
wanted her fortune told 82
wanted her husband back 301
wanted her husband home 155
wanted her removed from 81
wanted him brought back 50
wanted him removed from 409
wanted his fortune told 44
wanted his freedom back 49
wanted his freedom from 58
wanted them brought back 87
wanted them removed from 155
wanted was control over 52
wanted was exactly what 161
wanted was freedom from 182
wanton and willful acts 41
warded off attacks from 66
warden for several years 43
warmed and brooded over 149
warmed and dropped into 146
warmed and lighted room 147
warmed and pressed into 169
warmed her chilled body 40
warmed his chilled body 55
warmer and quicker throb 52
warned all persons from 74
warned her against coming 45
warned her against ever 48
warned her against giving 82
warned her against having 102
warned her against leaving 41
warned her against making 137
warned her against such 318
warned her against taking 152
warned her against these 52
warned her against trying 89
warned him against acting 53
warned him against asking 50
warned him against coming 97
warned him against ever 53
warned him against giving 131
warned him against having 112
warned him against leaving 104
warned him against making 401
warned him against over 205
warned him against saying 60
warned him against such 1464
warned him against taking 425
warned him against these 98
warned him against those 88
warned him against trying 220
warned him against what 84
warned that although there 64
warned that america must 95
warned that britain must 77
warned that freedom from 71
warned them against bringing 47
warned them against coming 58
warned them against giving 110
warned them against having 77
warned them against making 205
warned them against such 488
warned them against taking 249
warned them against their 197
warned them against these 47
warned them against those 55
warned them against trying 68
warned you against making 42
warned you against such 59
warned you against these 53
warned you against your 53
warped and twisted into 197
warped and twisted mind 215
warped and wrested from 135
warred and settled from 48
warrior and faithful ally 42
warrior and reputed hero 53
warrior had rankled into 87
warrior was shortly seen 55
warrior who returns from 54
warrior with tenfold self 52
washed and brought back 150
washed and brought into 63
washed and brushed their 66
washed and carried away 83
washed and chopped fine 96
washed and chopped into 70
washed and cleansed buck 156
washed and cleansed from 1106
washed and divided into 141
washed and drained rice 165
washed and drained well 127
washed and dressed like 151
washed and dressed their 334
washed and dressed when 48
washed and floated upon 60
washed and ignited sand 103
washed and pitched into 107
washed and pressed into 55
washed and removed from 173
washed and scraped clean 78
washed and slipped into 41
washed and stacked away 61
washed for several days 591
washed with alcohol till 53
washed with castile soap 147
washed with caustic soda 368
washed with extreme care 93
washed with neutral soap 61
washed with neutral tint 118
washed with pinkish buff 163
washed with scented soap 149
washed with sterile salt 51
washer and retaining clip 63
wasted and ravaged their 70
wasted and suffering body 116
wasted her precious time 40
wasted his precious time 395
wasted our precious time 93
wastes and achieving more 62
wastes and commons were 87
wastes and deserts there 49
wastes and forests have 41
wastes and poisons from 58
wastes and provide fuel 55
wastes are carried away 210
wastes are derived from 89
wastes are divided into 130
wastes are emptied into 43
wastes are released into 190
wastes are removed from 1388
watching and following their 43
watching and following those 50
watching and imitating other 99
watching and imitating their 362
watching and informing upon 53
watching and listening from 860
watching and listening very 81
watching and listening when 255
watching and observing what 41
watching and recording their 57
watching and recording what 73
watching and reporting back 84
watching and reporting their 46
watching and sympathy made 49
watching and wondering what 841
watching cnn headline news 43
watching for letters from 42
watching for martians here 84
watching for several days 351
watching for several years 137
watching for signals from 127
watching her averted face 47
watching her closely from 60
watching her closely when 44
watching her clouded face 42
watching her flushed face 99
watching her husband from 44
watching her husband lest 54
watching her husband make 50
watching her husband play 64
watching her profile grow 77
watching her retreating back 110
watching him closely during 50
watching him closely from 135
watching him closely when 66
watching him develop into 45
watching him steadily from 40
watching his conduct like 54
watching his friends play 49
watching his retreating back 116
watching his retreating form 56
watching its effects upon 41
watching that beloved face 40
watching that glorious view 51
watching them closely from 56
watching them develop into 70
watching them perform their 68
watching with dilated eyes 44
watching with eternal lids 70
watching with straining eyes 102
watching with wistful eyes 57
watering his flowers till 70
waters and brought back 48
waters and brought forth 98
waters and brought into 117
waters and carried away 127
waters and coastal areas 145
waters and forests were 42
waters and fosters these 55
waters and prevent their 51
waters and swollen into 86
waters are brought into 90
waters are carried into 75
