wan and haggard features 41
war and accepting marxism 45
war and against slavery 55
war and civilian workers 75
war and defense against 45
war and defense efforts 57
war and defiance against 60
war and despise peaceful 51
war and devoted himself 88
war and extreme poverty 55
war and fifteen hundred 40
war and foreign affairs 1938
war and foreign invasion 1512
war and foreign offices 44
war and foreign voyages 49
war and foreign workers 275
war and general anarchy 41
war and hostile invasion 54
war and increase taxation 54
war and national defense 552
war and nomadic invasion 59
war and popular culture 49
war and postwar demands 86
war and postwar economy 77
war and postwar finance 51
war and postwar profits 43
war and private quarrel 66
war and protest against 57
war and ratifying treaties 61
war and related matters 97
war and revenue cutters 55
war and rivalry between 41
war and several hundred 41
war and several smaller 64
war and smaller vessels 98
war and vengeance against 154
war and victory against 44
war and violence against 150
war and violence between 85
war and warlike measures 42
war and warriors peculiar 40
war are closely related 164
war both between members 45
war for certain objects 42
war for control between 46
war for foreign markets 41
war for freedom against 199
war for liberty against 78
war for mastery against 53
war for national defense 79
war for national freedom 229
war for several decades 103
war had brought forward 242
war had brought together 291
war had decided against 87
war had erupted between 222
war had existed between 596
war had finally arrived 56
war had finally brought 68
war had started because 57
war had started between 161
war has brought mankind 50
war has brought together 46
war has existed between 1090
war may include providing 47
war now existed between 343
war now threatening between 55
war one hundred thousand 48
war she devoted herself 61
war that erupted between 173
war that existed between 418
war that finally brought 92
war that history records 47
war then existed between 86
war was against slavery 56
war was ancient history 49
war was avoided because 115
war was carried forward 41
war was chiefly carried 76
war was closely related 52
war was decided against 41
war was divided between 134
war was excited between 66
war was finally averted 46
war was finally brought 338
war was finally decided 142
war was finally settled 93
war was happily averted 94
war was impending between 295
war was kindled between 241
war was perhaps unknown 45
war was popular because 41
war was quickly brought 46
war was renewed against 82
war was renewed between 536
war was resumed between 103
war was started against 65
war was started because 50
war was started between 45
war was strongly opposed 53
war was threatening between 123
war was usually decided 48
war with america because 116
war with barbary pirates 63
war with britain appeared 54
war with britain because 72
war with fascist germany 281
war with foreign enemies 167
war with germany against 41
war with germany appeared 99
war with germany because 486
war with germany brought 79
war with germany existed 100
war with germany started 62
war with gonzalo pizarro 75
war with himself because 45
war with holland brought 69
war with imperial germany 116
war with several european 48
war with success against 363
was all ancient history 386
was all arranged between 195
was all brought together 112
was all divided between 56
was all excited because 635
was all finally settled 64
was all gathered together 154
was all happening because 187
was all jumbled together 149
was all optical illusion 41
was all planned between 57
was all pointed against 42
was all pointed towards 70
was all settled between 366
was all settled millions 60
was and largely remains 97
was and perhaps remains 61
was and remains central 80
was and remains evident 70
was and remains largely 134
was and remains popular 42
was and remains unknown 47
was any alliance between 67
was any analogy between 362
was any ancient spaniard 70
was any contact between 351
was any contest between 45
was any defense against 73
was any dispute between 318
was any division between 48
was any european country 40
was any friction between 230
was any general sympathy 46
was any jealousy between 40
was any linkage between 51
was any miracle wrought 45
was any overlap between 42
was any problem between 55
was any protest against 50
was any quarrel between 113
was any question between 40
was any question regarding 79
was any relation between 1313
was any rivalry between 112
was any romance between 46
was any sympathy between 42
was any trouble between 187
was any variance between 48
was any variation between 43
was any violence offered 43
was any written history 100
was being alleged against 71
was being applied against 114
was being arranged between 263
was being arrayed against 44
was being brought against 435
was being brought forward 526
was being brought together 199
was being careful because 87
was being carried between 68
was being carried forward 1325
was being carried outside 113
was being carried rapidly 197
was being carried swiftly 189
was being carried towards 339
was being cautious because 70
was being charged against 81
was being checked against 42
was being closely guarded 112
was being closely pressed 82
was being closely pursued 146
was being closely studied 96
