wage rates would probably 59
wait until after breakfast 1579
wait until after delivery 193
wait until after midnight 840
wait until after november 59
wait until after practice 81
wait until after tomorrow 125
wait until final judgment 97
wait until later chapters 175
wait until nearly midnight 46
wall motion after coronary 54
wall under local anesthesia 43
wall which would otherwise 57
want which would otherwise 138
warm period which followed 45
warm place until required 58
warm water flowing northward 46
warm water under pressure 54
warm water until softened 248
wary about getting involved 102
wave whose phase velocity 170
ways which first occurred 46
ways which might otherwise 53
ways which might possibly 47
ways which would minimize 41
ways which would normally 50
ways which would otherwise 175
wealth could never purchase 151
wealth which makes possible 83
wealth which might otherwise 92
wealth which would otherwise 274
wearing black leather trousers 71
wearing tight black trousers 67
wearing tight leather breeches 90
wearing white linen trousers 90
weary bones under epitaphs 89
weary steps would traverse 62
week later prime minister 47
week period after delivery 123
week under prime minister 57
well above world averages 83
well below field capacity 77
well below world averages 72
well known essay entitled 59
well known facts concerning 75
well known latin american 73
well known social reformer 64
well known until recently 97
well under close scrutiny 264
well under either condition 41
well under local anesthesia 66
well under white officers 44
well until quite recently 53
well which would otherwise 41
well within hailing distance 91
well within walking distance 403
went about solving problems 90
went about telling everyone 226
went round every crescent 58
went round telling everyone 137
were about fifty children 196
were about fifty distinct 59
were about fifty families 137
were about fifty petitions 43
were about fifty soldiers 95
were about fifty students 147
were about forty children 147
were about forty families 197
were about forty soldiers 50
were about forty speeches 65
were about forty students 170
were about sixty children 97
were about sixty families 108
were about sixty students 124
were about thirty children 172
were about thirty families 249
were about thirty officers 91
were about thirty patients 58
were about thirty soldiers 78
were about thirty students 251
were above party politics 61
were added which increased 40
were added which resulted 42
were again faces unmarred 53
were again grown suddenly 148
were again under pressure 58
were alone after breakfast 45
were arguing about politics 101
were asked about children 57
were asked about education 47
were asked about personal 98
were asked about physical 51
were asked about possible 127
were asked about problems 142
were asked about religious 48
were asked about specific 373
were asked about symptoms 69
were asked eight questions 78
were asked seven questions 74
were astir about breakfast 50
were begun which resulted 99
were built under contract 182
were cases where children 50
were cases which involved 57
were causing major problems 46
were chief petty officers 66
were dolls first mentioned 50
were dried under nitrogen 545
were driving sharp bargains 40
were eight months pregnant 91
were either civil servants 163
were either never finished 43
were either newly finished 50
were either owned outright 77
were either roman catholics 444
were either taken directly 135
were either taken prisoner 182
were either truly inspired 68
were every where abundant 41
were every where affected 59
were every where apparent 80
were every where attacked 41
were every where diffused 54
were every where disposed 92
were every where employed 190
were every where enforced 68
were every where exclaiming 90
were every where loosened 65
were every where observed 53
were every where prepared 115
were every where received 1037
were every where regarded 48
were every where repulsed 275
were every where struggling 65
were feeling about yourself 54
were fewer hands employed 51
were fired which whistled 73
were first shown publicly 48
were first taken seriously 76
were found after exposure 76
were found after injection 65
were found after treatment 143
were found fully relevant 54
were found still attached 102
were found stone hatchets 58
were found until recently 60
were found which differed 71
were found which examined 62
were found which included 87
were found which indicate 94
were found which probably 76
were found which produced 122
were found which provided 50
were found which recorded 46
were found which required 67
were found while excavating 55
were getting mixed messages 58
were getting quite restless 41
were given added credence 62
were given added emphasis 104
were given basic military 41
were given bogus feedback 78
were given broad authority 153
were given broad latitude 48
were given close attention 197
were given close scrutiny 64
were given diets containing 417
were given either positive 52
were given equal attention 137
were given equal authority 42
were given equal emphasis 90
were given equal treatment 263
were given every attention 87
were given every facility 529
were given every possible 386
were given every saturday 68
were given extra attention 70
were given false feedback 255
were given final approval 126
were given final authority 55
were given first attention 53
were given fixed salaries 58
were given legal authority 94
were given legal equality 65
were given local autonomy 47
were given major attention 77
were given major emphasis 59
were given minor positions 63
were given names reflecting 43
were given roman numerals 52
were given rough treatment 69
were given royal charters 45
were given royal treatment 77
were given scant attention 583
were given senior positions 75
were given seven trumpets 1226
were given tacit approval 49
were given until december 164
were given until february 88
were given until midnight 40
were given until november 88
were given water containing 69
were given which included 57
were given wider currency 63
were given wider latitude 57
were glass cases containing 96
were gliding round silently 63
were grown under anaerobic 82
were grown under constant 92
were grown under contract 54
were grown under standard 372
were heated under nitrogen 44
were heated under pressure 75
were hired under contract 54
were holding strong positions 78
were holding sweet communion 135
were indian civil servants 58
were irish roman catholics 238
were known until recently 147
were lacking until recently 99
were large green rosettes 86
were large ships employed 91
were later found innocent 130
were later found murdered 93
were later taken prisoner 223
were looking after children 79
were looking rather fiercely 73
were lurking about anywhere 47
were major league baseball 42
were major social occasions 47
were major trading partners 103
were minor civil servants 40
were named after american 310
were named after biblical 44
were named after specific 58
were nearly thirty carriages 45
were never again achieved 52
were never again admitted 47
were never again attained 61
were never again destined 80
were never again employed 50
were never again mentioned 126
were never again molested 120
were never again restored 80
were never again seriously 125
were never again suffered 41
were never again threatened 42
were never again troubled 238
were never close personal 47
were never found separate 48
were never fully absorbed 74
were never fully accepted 738
were never fully achieved 99
were never fully analyzed 57
were never fully answered 80
were never fully confuted 56
were never fully conscious 86
were never fully enforced 189
were never fully executed 78
were never fully explored 195
were never fully informed 64
were never fully observed 46
were never fully occupied 120
were never fully overcome 120
were never fully reported 56
were never fully resolved 721
were never fully restored 150
were never fully utilized 147
were never given adequate 99
were never quite accepted 89
were never quite convincing 42
were never quite finished 233
were never quite prepared 49
were never quite resolved 79
were never quite yourself 189
were never really accepted 641
were never really adequate 43
were never really answered 69
were never really beautiful 169
were never really conscious 43
were never really designed 88
were never really enforced 82
were never really expected 42
were never really finished 66
were never really friendly 62
were never really intended 256
were never really intimate 112
were never really involved 81
were never really overcome 58
were never really prepared 133
were never really resolved 250
were never really separate 104
were never really threatened 69
were never taken seriously 1256
were noted after exposure 44
were noted after treatment 60
were often asked questions 42
were often badly designed 40
were often given positions 69
were often quite conscious 42
were often quite critical 96
were often quite detailed 113
were often quite distinct 105
were often quite dramatic 72
were often quite explicit 96
were often quite ignorant 58
were often quite negative 40
were often quite numerous 43
were often quite specific 273
were often roman citizens 42
were often social outcasts 40
were often taken prisoner 50
were often taken seriously 81
were often taken suddenly 65
were often under pressure 161
were opening large trenches 67
were others which remained 46
were others which required 53
were others whose fortunes 40
were passing which signally 91
were people whose business 42
were people whose education 68
were people whose families 88
were people whose religious 48
were playing power politics 42
were playing touch football 345
were putting strong pressure 64
were quite above suspicion 48
were quite large compared 72
were quite large relative 58
were quite minor compared 45
were quite often observed 40
were quite small children 198
were quite small compared 297
were quite small relative 107
were quite strong snatched 170
were raising large families 44
were rather above business 49
were rather giddy guardians 43
were rather small compared 106
were rather worse troubled 52
were really about eighteen 68
were really foiling cromwell 64
were really gross slanders 56
were really quite beautiful 88
were really quite distinct 74
were really quite harmless 67
were really quite innocent 53
were really quite ordinary 111
were really taken seriously 105
were reared under standard 47
were right noble children 74
were running about barefoot 47
were running large deficits 44
were sealed under nitrogen 121
were sending coded messages 40
were sending mixed messages 50
were senior civil servants 320
were senior naval officers 43
