war upon american commerce 114
war were likewise stationed 78
war will probably continue 56
was acting directly contrary 63
was also abundant evidence 111
was also accepted practice 43
was also actively employed 121
was also actively involved 4427
was also actively promoted 80
was also artistic director 104
was also associate director 121
was also associate producer 52
was also attracting attention 142
was also believed possible 42
was also bitterly attacked 113
was also bitterly critical 66
was also bitterly resented 87
was also commonly accepted 73
was also commonly believed 342
was also commonly employed 156
was also commonly observed 105
was also commonly referred 104
was also commonly reported 79
was also commonly required 41
was also compelling evidence 46
was also composed entirely 41
was also constant pressure 49
was also consulting physician 81
was also cordially received 91
was also declared unlawful 82
was also devoutly religious 82
was also directly affected 217
was also directly assailed 40
was also directly inspired 74
was also directly involved 1457
was also directly observed 51
was also directly relevant 48
was also domestic chaplain 42
was also entirely ignorant 93
was also entirely possible 133
was also evidence indicating 57
was also evidence suggesting 70
was also fiercely attacked 50
was also fiercely critical 52
was also formerly believed 53
was also formerly regarded 41
was also increased activity 73
was also increased compared 43
was also increased emphasis 65
was also increased interest 75
was also increased slightly 65
was also informed concerning 65
was also involved directly 40
was also markedly affected 68
was also markedly decreased 126
was also markedly elevated 97
was also markedly enhanced 40
was also markedly improved 65
was also markedly increased 190
was also mentally retarded 298
was also observed directly 67
was also observed recently 52
was also observed visually 69
was also obtained concerning 80
was also obtained directly 49
was also obviously intended 43
was also partially purified 52
was also personal physician 72
was also probably affected 42
was also probably designed 43
was also probably inspired 48
was also probably intended 137
was also probably involved 65
was also produced evidence 68
was also properly excluded 48
was also punished severely 49
was also randomly assigned 49
was also randomly selected 81
was also recently divorced 50
was also recently observed 183
was also recently proposed 43
was also recently reported 777
was also rendered possible 44
was also reported recently 213
was also secretly relieved 59
was also sensibly affected 54
was also seriously affected 518
was also seriously depleted 48
was also seriously hampered 133
was also seriously impaired 64
was also seriously involved 50
was also seriously threatened 100
was also severely affected 377
was also severely attacked 95
was also severely censured 146
was also severely critical 155
was also severely hampered 79
was also severely impaired 156
was also severely punished 139
was also sexually involved 55
was also slightly affected 102
was also slightly decreased 51
was also slightly elevated 50
was also slightly enlarged 53
was also slightly increased 179
was also slightly modified 121
was also somewhat affected 96
was also somewhat confused 119
was also somewhat critical 64
was also somewhat increased 78
was also somewhat involved 45
was also somewhat modified 41
was also somewhat relieved 210
was also somewhat surprising 97
was also specially designed 45
was also specially mentioned 55
was also specially provided 79
was also standard practice 213
was also strictly enforced 61
was also strictly enjoined 57
was also strictly observed 56
was also strikingly beautiful 57
was also strikingly handsome 87
was also stunningly beautiful 43
was also undergoing treatment 61
was also urgently required 67
was also violently attacked 62
was asking questions concerning 74
was born benjamin franklin 52
was born mentally retarded 364
was born severely disabled 43
was born severely retarded 122
was busy collecting materials 49
was done whenever possible 90
was done wherever possible 58
was duly adjudged bankrupt 109
was even commonly believed 46
was even remotely accurate 53
was even remotely involved 183
was even remotely possible 628
was even remotely probable 53
was even seriously proposed 111
was even slightly critical 45
was even slightly increased 54
was ever actually employed 80
was ever actually executed 44
was ever actually produced 50
was ever believed possible 63
was ever directly involved 68
was ever entirely absolute 62
was ever formally proposed 90
was ever seriously advanced 52
was ever seriously conscious 40
was ever seriously intended 192
was ever seriously proposed 65
was ever seriously threatened 172
was ever seriously troubled 41
was ever strictly enforced 50
was facing economic problems 46
was facing financial collapse 54
was facing financial disaster 104
was facing financial problems 105
was facing imminent collapse 43
was facing internal problems 46
was giving increased attention 40
was giving personal attention 60
was good business practice 167
was good domestic politics 88
was great economic distress 73
was great financial distress 50
was great literary activity 69
was great military activity 46
was great volcanic activity 103
was hans christian andersen 492
was having academic problems 47
was having business troubles 42
was having domestic problems 88
was having domestic troubles 51
was having economic problems 68
was having emotional problems 216
was having financial problems 1247
was having financial troubles 370
was having internal problems 72
was having internal troubles 44
was having intimate relations 77
was having personal problems 343
