wagons stacked high with 44
waited because there was 77
waited fifteen years and 52
waited fifteen years for 411
waited quietly till she 48
waited several days and 168
waited several days for 1149
waited several years for 342
waited sixteen years for 167
waited thirteen years for 199
waited unfixed till that 119
waiter appeared just then 60
waiter arrived just then 64
waiter brought over two 56
waiter brought their meal 59
waiter hovered over them 97
waiter hurried away with 51
waiter hurried over and 50
waiter hurried over with 53
walked between there and 87
walked between these two 56
walked between three and 81
walked blindly into his 43
walked briskly away and 45
walked briskly back and 98
walked briskly from his 74
walked briskly from one 41
walked briskly into her 85
walked briskly into his 123
walked briskly over and 48
walked briskly past her 67
walked briskly past him 126
walked briskly past them 82
walked halfway home with 42
walked hunched over and 49
walked hunched over with 43
walked partway home with 41
walked quickly along with 50
walked quickly away and 234
walked quickly away with 128
walked quickly back and 106
walked quickly back out 57
walked quickly from his 43
walked quickly into her 157
walked quickly into his 126
walked quickly over and 99
walked quickly past her 104
walked quickly past him 267
walked quickly past them 137
walked quietly away and 87
walked quietly away with 91
walked quietly back and 41
walked quietly from his 53
walked quietly into her 138
walked quietly into his 122
walked quietly over and 115
walked quietly past him 45
walked quietly past them 55
walked rapidly away and 110
walked rapidly away with 89
walked rapidly back and 181
walked rapidly from one 45
walked rapidly past her 46
walked rapidly past him 50
walked rapidly past them 49
walked stiffly past him 45
walked swiftly away and 63
walked swiftly back and 53
walked swiftly into his 51
walked swiftly past her 59
walked swiftly past him 67
walked together into his 46
walked together till they 59
walked towards home with 42
walked towards their car 78
walked visibly among men 82
walker slipped here and 62
wanted answers from her 46
wanted answers from him 48
wanted because there was 171
wanted careers were now 98
wanted control over all 71
wanted control over her 71
wanted control over his 57
wanted current coin for 154
wanted eternal union with 197
wanted everything done for 112
wanted everything done his 60
wanted everything from her 68
wanted everything from him 66
wanted everything ready for 59
wanted everything their own 121
wanted exactly what she 80
wanted freedom more than 83
wanted freedom only for 54
wanted several other things 65
wanton damages done our 55
wanton ravages need not 131
wanton spirits look out 813
warmer friends among any 84
warmly entered into all 116
warmly entered into her 40
warmly entered into his 114
warmly pressed upon him 174
warned against dealing with 111
warned against giving any 60
warned against giving them 47
warned against giving too 75
warned against giving way 71
warned against having any 128
warned against having too 56
warned against making any 281
warned against making this 57
warned against making too 265
warned against more than 50
warned against reading too 122
warned against taking any 217
warned against taking them 60
warned against taking this 118
warned against taking too 103
warned against their use 149
warned against these two 45
warned against those who 853
warned against voting for 63
warned against what they 105
warned several years ago 145
warnings against their use 59
warnings against those who 251
warrior against whom she 116
warrior started from his 93
washed everything down with 219
washed herself from head 107
washed himself from head 182
wasted because there are 65
wasted because there was 180
wasted precious time and 337
wasted precious time that 119
wasted precious time with 57
wastes contain more than 45
wastes precious time and 284
wastes resulting from any 47
watching everything from her 42
watching everything from his 67
watching unmoved from off 53
waters between cape cod 93
waters between cuba and 212
waters between here and 104
waters between high and 51
waters between india and 261
waters between korea and 60
waters between these two 70
waters contain less than 196
waters contain more than 134
waters derived from them 45
waters gathered from all 79
waters returning from off 41
waters several years ago 42
waters together into one 120
waters together unto one 42
watery cabbage soup and 52
watery grasses flow and 41
wavering between anger and 124
wavering between duty and 79
wavering between faith and 402
wavering between flat and 60
wavering between good and 436
wavering between hope and 1292
wavering between life and 624
wavering between love and 214
wavering between peace and 178
wavering between pity and 41
wavering between rome and 54
wavering between these two 502
wavering between truth and 63
wavering outline from head 82
wavers between good and 95
wavers between hope and 154
wavers between love and 72
wavers between saying that 41
wavers between these two 620
weakest concave lens that 189
weakest concave lens with 146
weapons against iran and 222
weapons against other men 62
weapons against their own 403
weapons against those that 48
weapons against those who 581
weapons against what they 55
weapons because there was 55
weapons outside their own 55
weapons systems were being 70
weapons systems were not 71
wearily climbed into bed 45
wedded himself during his 72
wedged between hill and 112
wedged between india and 68
wedged between these two 153
wedged between those two 53
wedged between wall and 43
wedged himself into his 80
wedged himself into one 42
wedges between these and 50
weekly benefit rate for 101
weekly letters from her 49
weekly minimum wage for 111
weekly reports from all 69
weekly reports from each 81
weekly reports from his 94
weekly respite from all 73
weekly service from new 128
weekly sessions here goes 142
weighing against fair use 42
weighing between five and 212
weighing between four and 252
weighing between nine and 50
weighing between three and 397
weighing himself down with 67
weighing perhaps more than 55
weighing several tons and 243
weighing several tons are 108
weighing several tons each 312
weighing several tons had 45
weighing several tons was 67
weighing together more than 41
weighs against fair use 177
weighs against such use 91
weighs between five and 139
weighs between four and 126
weighs between nine and 41
weighs between three and 240
weighs himself down with 45
weighs several tons and 74
weight against those who 78
weight because there are 96
weight because there was 68
weight becomes less than 63
weight becomes more and 59
weight between birth and 301
weight between boys and 52
weight between five and 169
weight between four and 48
weight between male and 83
weight between these two 501
