wages a tax determined 47
water i had discovered 42
weather a long promontory 94
weeks i had discovered 41
weeks i had nightmares 69
weeks i was completely 173
weeks i was confronted 44
weeks i was constantly 52
weeks i was discharged 84
where a big corporation 59
where a dot represents 153
where a few algonquins 66
where a few determined 290
where a few enterprising 90
where a few foreigners 44
where a few generations 52
where a few individual 145
where a few principles 132
where a few privileged 163
where a few stragglers 143
where a few vegetables 145
where a lay magistrate 41
where a long conference 57
where a long inscription 46
where a long rectangular 41
where a low coefficient 43
where a low percentage 86
where a man approaches 42
where a man complained 42
where a man contracted 53
where a man covenanted 63
where a man disregards 48
where a man improperly 85
where a man introduces 99
where a man undertakes 140
where a mob surrounded 45
where a neat cultivation 42
where a new application 87
where a new arrangement 51
where a new combination 59
where a new congregation 41
where a new corporation 233
where a new department 56
where a new enterprise 66
where a new government 657
where a new individual 96
where a new institution 40
where a new management 61
where a new phenomenon 51
where a new scientific 42
where a new settlement 279
where a new technology 311
where a new university 189
where a real difference 76
where a real foreground 44
where a sex difference 78
where a two dimensional 44
where a weak government 54
where i can accomplish 75
where i can completely 47
where i can contribute 191
where i can experience 121
where i can personally 68
where i can understand 279
where i got acquainted 189
where i got immediately 49
where i got interested 150
where i got introduced 44
where i had absolutely 91
where i had apparently 55
where i had breakfasted 180
where i had calculated 79
where i had carelessly 56
where i had celebrated 110
where i had constantly 63
where i had contracted 101
where i had determined 797
where i had difficulty 124
where i had disappeared 276
where i had discovered 1045
where i had dismounted 44
where i had frequently 244
where i had instructed 76
where i had interviews 75
where i had introduced 108
where i had ministered 48
where i had originally 729
where i had registered 100
where i had remembered 109
where i had sufficient 140
where i had understood 64
where i had undertaken 77
where i lay transfixed 96
where i lay unconscious 66
where i met lieutenant 62
where i now bivouacked 63
where i sat surrounded 43
where i saw multitudes 54
where i was absolutely 171
where i was accustomed 973
where i was acquainted 202
where i was advertised 42
where i was apparently 53
where i was appreciated 74
where i was approached 118
where i was astonished 313
where i was christened 188
where i was completely 508
where i was confronted 432
where i was considered 240
where i was constantly 492
where i was convalescing 62
where i was courteously 203
where i was definitely 58
where i was determined 280
where i was discharged 196
where i was discovered 95
where i was emotionally 138
where i was encouraged 318
where i was eventually 220
where i was experiencing 56
where i was fascinated 130
where i was frequently 217
where i was frightened 50
where i was generously 80
where i was hospitably 735
where i was identified 51
where i was immediately 990
where i was imprisoned 608
where i was instructed 393
where i was interested 401
where i was interviewing 148
where i was intimately 55
where i was introduced 4862
where i was lieutenant 44
where i was originally 150
where i was persecuted 45
where i was personally 192
where i was physically 138
where i was privileged 1719
where i was recognized 106
where i was recuperating 89
where i was registered 259
where i was relatively 50
where i was representing 59
where i was successful 157
where i was supposedly 91
where i was surrounded 928
where i was ultimately 73
where i was volunteering 45
where i was vulnerable 134
where x now represents 52
which a bad conscience 43
which a bad government 281
which a bee constructs 56
which a dna polymerase 238
which a dry atmosphere 72
which a due application 44
which a due appreciation 44
which a due observance 53
which a due reformation 51
which a dying declaration 44
which a few alterations 42
which a few characters 112
which a few delicacies 44
which a few determined 302
which a few discharges 59
which a few enterprising 40
which a few exceptional 48
which a few extremists 42
which a few generations 540
which a few historical 48
which a few individual 72
which a few influential 58
which a few interested 43
which a few milligrams 50
which a few paragraphs 197
which a few particular 42
which a few politicians 57
which a few privileged 272
which a few professors 40
which a few references 44
which a few relatively 63
which a few scientists 61
which a few stragglers 51
which a few suggestions 105
which a few supposedly 46
which a few vegetables 60
which a gas thermometer 116
which a job description 71
which a long description 72
which a long experience 745
which a long familiarity 45
which a long inscription 57
which a low percentage 94
which a man accustomed 165
which a man apparently 60
which a man apprehends 44
which a man approached 45
which a man approaches 476
which a man complained 63
which a man consciously 69
which a man constantly 59
which a man constructs 93
which a man contracted 40
which a man determines 98
which a man discharges 69
which a man encounters 427
which a man entertains 289
which a man habitually 87
which a man identifies 223
which a man inevitably 41
which a man interprets 87
which a man moderately 137
which a man ordinarily 93
which a man perseveres 50
which a man recognizes 104
which a man represents 40
which a man sacrifices 61
which a man surrenders 219
which a man undertakes 167
which a new adjustment 46
which a new application 130
which a new arrangement 236
which a new assessment 69
which a new collective 106
which a new combination 86
which a new competitor 154
which a new conceptual 44
which a new corporation 208
which a new curriculum 73
which a new democratic 112
which a new department 84
which a new discipline 55
which a new educational 70
which a new enterprise 72
which a new experience 156
which a new government 2132
which a new historical 123
which a new individual 1470
which a new information 67
which a new institution 138
which a new instrument 87
which a new investment 78
which a new literature 80
which a new management 187
which a new observation 65
which a new orientation 55
which a new phenomenon 63
which a new philosophy 209
which a new proposition 46
which a new scientific 130
which a new settlement 136
which a new technology 747
which a new translation 133
which a new university 54
which a new vocabulary 46
which a now oppressive 51
which a poet attributes 41
which a real difference 76
which a sad bereavement 67
which a sad experience 104
which a sex difference 78
which a too scrupulous 67
which a two dimensional 66
which a weak electrical 44
which a weak government 134
which a web application 81
which i ate ravenously 57
which i can absolutely 82
which i can accomplish 210
which i can accurately 43
which i can adequately 70
which i can anticipate 124
which i can appropriate 50
which i can articulate 43
which i can assimilate 45
which i can cheerfully 64
which i can completely 65
which i can comprehend 267
which i can contradict 44
which i can contribute 425
which i can definitely 90
which i can deliberate 162
which i can distinctly 291
which i can experience 247
which i can generalize 43
which i can illustrate 320
which i can immediately 102
which i can implicitly 75
which i can personally 527
which i can positively 157
which i can substitute 55
which i can supplement 45
which i can understand 2589
which i did cheerfully 76
which i did constantly 61
which i did eventually 88
which i did frequently 169
which i did gratefully 49
which i did immediately 822
which i did understand 140
which i for preference 50
which i got acquainted 43
which i had absolutely 727
which i had abstracted 140
which i had accustomed 176
which i had acquainted 110
which i had acquiesced 44
which i had advertised 48
which i had apparently 281
which i had approached 788
which i had attributed 512
which i had beforehand 800
which i had breakfasted 124
which i had calculated 513
which i had carelessly 365
which i had celebrated 55
which i had cheerfully 44
which i had christened 139
which i had circulated 95
which i had complained 231
which i had completely 803
which i had confidence 73
which i had consciously 102
which i had considered 1456
which i had constantly 611
which i had contracted 1124
which i had covenanted 59
which i had criticized 117
which i had cultivated 355
which i had definitely 109
which i had designated 182
which i had determined 2395
which i had difficulty 1070
which i had diligently 112
which i had disappeared 98
which i had discharged 312
which i had discounted 49
which i had discoursed 69
which i had discovered 3922
which i had dismounted 41
which i had dispatched 190
which i had dissipated 111
which i had distinctly 101
which i had elaborated 103
which i had emphasized 61
which i had encouraged 150
which i had enumerated 56
which i had erroneously 124
which i had eventually 65
which i had everywhere 110
which i had experience 255
which i had formulated 327
which i had frequented 122
which i had frequently 1432
which i had guaranteed 59
which i had habitually 62
which i had handsomely 60
which i had heedlessly 49
which i had heretofore 1462
which i had identified 401
which i had ignorantly 97
which i had immediately 292
which i had implicitly 50
which i had imprisoned 115
which i had inculcated 42
which i had information 210
which i had innocently 183
which i had insinuated 45
which i had instituted 209
which i had instructed 223
which i had interceded 41
which i had interested 51
which i had interwoven 76
which i had introduced 1312
which i had laboriously 290
which i had maintained 407
which i had manifested 139
which i had melancholy 52
which i had mistakenly 128
which i had originally 3175
which i had originated 149
which i had overlooked 1870
which i had particular 106
which i had penetrated 242
which i had persevered 59
which i had personally 619
which i had perversely 43
which i had positively 82
which i had prescribed 812
which i had proclaimed 92
which i had pronounced 177
which i had prophesied 74
which i had propounded 114
which i had prosecuted 185
which i had recognized 329
which i had registered 184
which i had remembered 475
which i had reproduced 80
which i had resolutely 58
which i had restrained 46
which i had restricted 48
which i had sacrificed 436
which i had specialized 65
which i had speculated 50
which i had squandered 51
which i had stipulated 253
which i had subscribed 253
which i had sufficient 177
which i had supposedly 76
which i had suppressed 206
which i had surrounded 156
which i had telephoned 44
which i had theretofore 156
which i had translated 816
which i had ultimately 40
which i had underlined 74
which i had understood 870
which i had undertaken 3782
which i had visualized 63
which i long remembered 45
which i may contribute 118
which i may eventually 53
which i may experience 455
which i may illustrate 248
which i may personally 84
which i may ultimately 56
which i may understand 58
which i mean literature 44
which i now anticipate 63
which i now approached 90
which i now consecrate 42
which i now considered 464
which i now determined 120
which i now diligently 40
which i now discovered 154
which i now distinctly 91
which i now experience 754
which i now gratefully 76
which i now habitually 274
which i now recognized 360
which i now remembered 196
which i now transcribe 213
which i now understand 792
which i now understood 232
which i put immediately 401
which i read abundantly 567
which i read constantly 40
which i read immediately 81
