war among christian princes 53
war been declared against 73
war been declared between 53
war from military service 54
war just declared against 40
war like generous enemies 56
war such splendid british 72
war were declared against 122
war were declared between 67
war were directed against 119
war were exchanged between 56
war were seriously debated 184
war were violently opposed 64
war will continue between 59
was acting adjutant general 65
was acting attorney general 104
was acting commanding officer 49
was also accepted because 140
was also achieved because 92
was also actively preparing 40
was also actively promoting 62
was also actively pursued 69
was also addressing himself 65
was also affected because 171
was also analyzed according 69
was also apparent between 96
was also assessed against 47
was also attacked because 348
was also attorney general 128
was also bitterly opposed 286
was also business manager 143
was also cautioned against 67
was also collecting material 117
was also commanding officer 73
was also commonly applied 84
was also commonly assumed 65
was also compared against 47
was also compared between 116
was also computed between 49
was also concerning himself 56
was also conducting research 109
was also conflict between 363
was also confused because 169
was also confusion between 44
was also consulting engineer 206
was also critical because 109
was also dangerous because 266
was also declared against 42
was also declared illegal 281
was also declared invalid 110
was also defended against 48
was also describing himself 54
was also detected between 115
was also developing between 70
was also developing rapidly 165
was also directed against 3924
was also directed towards 1197
was also directly measured 51
was also directly opposed 66
was also directly related 759
was also director general 179
was also disliked because 209
was also distancing himself 63
was also effected between 70
was also employed against 175
was also employed outside 43
was also enforced against 44
was also enhanced because 134
was also essential because 139
was also examined because 138
was also examined closely 43
was also excluded because 409
was also expected because 129
was also extended towards 52
was also fiercely opposed 85
was also financed largely 42
was also followed closely 45
was also foremost science 58
was also formerly applied 111
was also hampered because 156
was also hindered because 93
was also improved because 83
was also inclined towards 125
was also included because 612
was also increased because 262
was also increased following 61
was also initially opposed 48
was also initiated against 41
was also inserted between 49
was also involved because 251
was also launched against 232
was also markedly reduced 367
was also mentioned briefly 82
was also mentioned several 76
was also mortally wounded 937
was also observed against 65
was also observed between 1460
was also observed following 432
was also observed several 41
was also obtained between 336
was also obtained following 41
was also obtained regarding 125
was also ordnance officer 43
was also oriented towards 160
was also partially covered 65
was also possible because 555
was also possible between 68
was also powerful because 48
was also prepared according 63
was also probably because 66
was also probably correct 71
was also probably derived 50
was also probably familiar 72
was also probably painted 43
was also probably present 151
was also probably related 118
was also probably written 169
was also proceeding rapidly 58
was also produced locally 92
was also properly refused 55
was also protecting herself 42
was also protecting himself 73
was also protesting against 102
was also provided against 43
was also provided between 42
was also recently applied 54
was also recently elected 144
was also recently studied 41
was also recorded between 58
was also rejected because 1426
was also relevant because 45
was also relieved because 176
was also rendered capital 49
was also rendered useless 66
was also reported between 138
was also reported following 68
was also required because 296
was also resented because 105
was also selected because 808
was also seriously damaged 295
was also seriously injured 257
was also seriously limited 47
was also seriously weakened 83
was also seriously worried 61
was also seriously wounded 391
was also severely damaged 461
was also severely handled 67
was also severely injured 261
was also severely limited 570
was also severely reduced 104
was also severely wounded 2039
was also slightly altered 72
was also slightly damaged 84
was also slightly injured 80
was also slightly reduced 139
was also slightly smaller 55
was also slightly wounded 831
was also solemnly arranged 50
was also somewhat alarmed 44
was also somewhat annoyed 42
was also somewhat damaged 42
was also somewhat delayed 81
was also somewhat familiar 58
was also somewhat limited 174
was also somewhat misleading 47
was also somewhat reduced 124
was also somewhat similar 91
was also somewhat smaller 67
was also somewhat unusual 136
was also somewhat worried 43
was also strictly limited 328
was also strikingly similar 95
was also struggling against 128
was also surprising because 67
was also terribly worried 47
was also troubled because 206
was also undergoing radical 54
was also valuable because 161
was also verbally abusive 41
was also violently opposed 175
was also welcomed because 47
was beating furiously against 48
was beating violently against 41
was bent slightly forward 913
was born benjamin thompson 87
was born nineteen hundred 49
was born paulette williams 44
was born probably between 289
was born sometime between 1000
was busy collecting material 107
was clear evidence against 46
was cold sunlight outside 48
was coming directly towards 386
was coming straight towards 707
was crying bitterly because 69
was deep affection between 72
was done directly against 53
was done probably because 44
was done sometime between 63
was done strictly according 111
was duly declared elected 131
was duly executed according 126
was early american history 46
was early directed towards 102
was early twentieth century 51
was earning eighteen dollars 44
was earning eighteen shillings 50
was even conscious herself 57
was even directed against 111
was even exchanged between 63
was even partially removed 44
was even remotely capable 65
was even remotely familiar 66
was even remotely related 228
was even remotely similar 95
was even remotely subject 50
was even seriously injured 49
was even slightly injured 95
was even slightly wounded 49
was even solemnly preached 71
was ever actually accused 52
was ever actually applied 44
was ever actually brought 50
was ever actually carried 114
was ever actually realized 58
was ever actually written 62
was ever directed against 188
was ever directed towards 143
was ever exchanged between 128
was ever executed between 47
was ever formally adopted 89
was ever formally charged 87
was ever inveighing against 186
was ever launched against 51
was ever mentioned between 79
was ever observed between 43
was ever possible between 61
was ever produced against 113
was ever recorded against 62
was ever seriously injured 145
was ever seriously tempted 59
was ever vigilant against 68
was facing criminal charges 220
was fast developing between 60
was flung backward against 45
was flung violently against 145
was flung violently forward 83
was flying distress signals 59
was flying straight towards 99
was free movement between 61
was from domestic sources 89
was from external sources 68
was from religious motives 53
was full daylight outside 169
was full eighteen minutes 238
was gazing earnestly upwards 47
was giving evidence against 226
was giving financial support 101
was good business because 91
was good evidence against 75
was great affection between 178
was great antipathy between 42
was great coldness between 66
was great conflict between 70
was great confusion because 40
was great confusion between 110
was great contrast between 68
was great courtesy between 61
was great intimacy between 167
was great pressure brought 95
was having domestic trouble 44
was having financial trouble 199
was having multiple orgasms 62
was having negative effects 65
was having problems adjusting 104
was having problems because 180
was having problems obtaining 41
was having profound effects 52
was having suicidal thoughts 140
was having terrible trouble 147
was heading directly towards 174
was heading straight towards 358
was heard hoarsely muttering 95
was heard protesting against 49
was held constant between 152
was held improper because 52
was held properly refused 104
was held sometime between 43
was held unlawful because 51
was here addressing himself 58
was here goldsmith resided 119
was here mortally wounded 177
was here severely wounded 101
was john caldwell calhoun 149
was julia margaret cameron 97
was just expressing himself 68
was just protecting herself 42
