lachrymal gland secretes 139
lacquered boxes containing 44
laminated paper products 173
laminated sheet materials 44
laminated under pressure 158
lampooned since lampooning 56
landlords could exercise 46
landlords often insisted 51
landlords still continue 48
landlords whose economic 41
landlords whose interest 42
landlords whose property 224
landlords would continue 113
landlords would probably 80
landmarks still remained 100
landmarks which indicate 108
landmarks which separate 65
landmarks whose positions 54
landowner could exercise 44
landowner whose premises 82
landowner whose property 2361
landscape above mentioned 57
landscape could scarcely 48
landscape needs sunlight 70
landscape still reflects 41
landscape still remained 41
landscape where everyone 42
landscape which attracts 59
landscape which combines 56
landscape which consists 57
landscape which contains 144
landscape which encloses 40
landscape which followed 57
landscape which included 97
landscape which includes 302
landscape which inspired 145
landscape which otherwise 49
landscape which presents 78
landscape which provided 52
landscape which provides 158
landscape which reflects 125
landscape which reminded 107
landscape which requires 53
landscape which resulted 53
landscape which suggests 114
landscape which unfolded 80
landscape which unrolled 109
landscape whose combined 176
landscape whose contours 231
landscape would continue 51
landscape would probably 86
landslide which occurred 226
lassitude which followed 109
lassitude which succeeds 91
laterally under pressure 97
laterally varying velocity 107
latitudes sighs mightily 48
latitudes where glaciers 81
latitudes where rainfall 45
latitudes where sunlight 47
latitudes where westerly 45
latitudes which separate 121
laudatory press coverage 57
laudatory smile invested 50
leaderless group exercise 127
leaderless group situation 95
leadership after brezhnev 61
leadership change occurred 49
leadership could continue 74
leadership could exercise 50
leadership could maintain 113
leadership could mobilize 94
leadership could overcome 123
leadership could possibly 111
leadership could probably 100
leadership could scarcely 115
leadership could tolerate 41
leadership easily develops 42
leadership fully expected 42
leadership group composed 82
leadership group consisting 44
leadership group included 73
leadership makes decisions 77
leadership makes possible 64
leadership might consider 75
leadership model provides 50
leadership model suggests 61
leadership never accepted 42
leadership never intended 51
leadership often involves 134
leadership often requires 136
leadership power struggle 115
leadership really believed 47
leadership roles assigned 55
leadership roles included 53
leadership roles required 103
leadership roles whenever 45
leadership still believed 134
leadership still believes 43
leadership still remained 125
leadership style approach 87
leadership style compared 56
leadership style differed 48
leadership style employed 117
leadership style includes 71
leadership style involved 46
leadership style involves 157
leadership style probably 58
leadership style produced 59
leadership style provides 72
leadership style reflects 130
leadership style required 123
leadership style requires 104
leadership today requires 71
leadership under brezhnev 521
leadership under chairman 42
leadership under honecker 76
leadership under pressure 387
leadership under socialism 45
leadership until recently 55
leadership where possible 47
leadership which accepted 41
leadership which actively 48
leadership which actually 47
leadership which attempts 64
leadership which believed 74
leadership which believes 108
leadership which combined 55
leadership which combines 91
leadership which commands 65
leadership which consists 54
leadership which controls 75
leadership which demanded 44
leadership which develops 59
leadership which extended 48
leadership which followed 174
leadership which included 223
leadership which includes 146
leadership which inspired 217
leadership which inspires 143
leadership which involved 48
leadership which involves 133
leadership which occurred 84
leadership which operates 54
leadership which prevails 45
leadership which produced 51
leadership which produces 51
leadership which promised 70
leadership which promises 67
leadership which promotes 62
leadership which provided 100
leadership which provides 164
leadership which reflects 64
leadership which remained 96
leadership which replaced 50
leadership which requires 73
leadership which resulted 223
leadership which stresses 101
leadership which supports 51
leadership while preserving 57
leadership whose authority 110
leadership within american 40
leadership would actually 51
leadership would collapse 40
leadership would consider 94
leadership would continue 492
leadership would exercise 40
leadership would indicate 53
leadership would normally 47
leadership would obviously 43
leadership would probably 562
leadership would strengthen 51
leadership would therefore 66
lecturers which included 40
legalized slave marriages 116
legendary george washington 64
legendary greek physician 99
legendary indian princess 115
legendary latin american 45
