rad of absorbed dose 259
ran an agitated hand 299
ran an antiques shop 141
ran an editorial asking 42
ran an editorial saying 183
ran an editorial urging 94
ran an elevator once 148
ran an enormous risk 50
ran an excursion from 47
ran an extension cord 202
ran an imminent risk 193
ran an increased risk 97
ran be obtained from 111
rang an electric bell 183
rang the basement bell 98
rang the breakfast bell 136
rang the doorbell just 90
rang the doorbell once 300
rang the doorbell over 46
rang the doorbell three 128
rang the electric bell 280
rang the elevator bell 184
rang the upstairs bell 46
rang up scotland yard 435
ran in parallel rows 40
ran in rivulets along 103
ran in rivulets down 3011
ran in rivulets from 212
ran in rivulets into 54
ran in rivulets over 267
ran in torrents down 245
ran in torrents from 92
ran in torrents over 46
ran in trickles down 159
ran my fingertips along 99
ran my fingertips down 85
ran my fingertips over 276
ran my heedless ways 352
ran no personal risk 55
ran on broadway from 81
ran on schedule time 58
ran so copiously from 45
ran so suddenly away 66
ran the blockade from 215
ran the blockade into 301
ran the boundary line 362
ran the business during 48
ran the business from 324
ran the business into 90
ran the business side 619
ran the campaign from 84
ran the clippers over 51
ran the complete length 58
ran the constant risk 289
ran the distance back 40
ran the distance from 94
ran the distinct risk 40
ran the domestic side 56
ran the editorial page 74
ran the financial side 64
ran the gauntlet back 85
ran the gauntlet down 52
ran the gauntlet from 181
ran the gauntlet past 131
ran the imminent risk 88
ran the keyboard from 43
ran the marshall plan 42
ran the operation from 139
ran the railroad from 45
ran the spectrum from 350
ran the washcloth over 73
raw or finished form 140
raw or uncooked food 130
raw or uncooked pork 42
ray is commonly used 41
ray is directed along 110
ray is directed from 199
ray is incident from 174
ray is incident upon 162
ray is injected into 63
ray is obtained from 52
ray is resolved into 90
ray of christian hope 40
ray of darkness into 45
ray of daylight came 85
ray of daylight ever 87
ray of daylight must 221
ray of definite wave 49
ray of gladness from 43
ray of gladness into 59
ray of noontide suns 44
ray of sunlight came 317
ray of sunlight coming 293
ray of sunlight ever 319
ray of sunlight fall 110
ray of sunlight fell 967
ray of sunlight from 493
ray of sunlight into 468
ray of sunlight like 57
ray of sunlight made 81
ray of sunlight over 42
ray of sunlight pass 102
ray of sunlight shot 157
ray of sunlight upon 94
ray of sunlight were 49
ray of sunlight when 41
ray of sunlight will 116
ray of sunshine amid 85
ray of sunshine among 70
ray of sunshine beaming 40
ray of sunshine came 375
ray of sunshine coming 207
ray of sunshine during 90
ray of sunshine ever 237
ray of sunshine fall 47
ray of sunshine fell 500
ray of sunshine from 508
ray of sunshine into 1054
ray of sunshine made 58
ray of sunshine over 327
ray of sunshine shot 270
ray of sunshine upon 207
ray of sunshine when 114
ray of sunshine will 97
ray or direction from 44
ray or electron beams 147
ray or polaroid film 105
ray or straight line 44
read an abstract from 74
read an abstruse book 56
read an academic text 53
read an agreeable book 45
read an american book 847
read an anthology like 53
read an assigned book 48
read an assigned text 95
read an editorial from 181
read an exception into 156
read an external file 72
read an ordinary book 206
read an original work 47
read as conferring such 67
read as conferring upon 56
read as directed only 56
read as distinct from 46
read as evidence upon 42
read as indicating some 46
read as premised upon 64
read as separate from 106
read at breakfast time 41
read by american eyes 74
read by children from 107
read by everyone else 135
read by everyone from 67
read by kerosene lamp 93
read by scholars from 54
read by somebody else 335
read by students from 69
read by thousands more 101
read by thousands upon 64
read in business week 83
read in contrary ways 56
read in domesday book 85
read in evidence from 385
read in evidence upon 129
read in february last 48
read in isolation from 2754
read in multiple ways 386
read in numerous ways 65
read in parallel from 79
read in relevant part 512
read in sequence from 394
read in triplets from 66
read it anywhere else 45
read it directly from 195
read it straight away 267
read it straight from 44
read me excerpts from 119
read me extracts from 206
read me passages from 207
read my favorite book 175
read of american poets 216
read on festival days 47
read or memorize your 42
read the accounts from 86
read the almighty mind 48
read the american news 51
read the articles from 117
read the articles were 45
read the assigned book 177
read the assigned reading 152
read the assigned text 232
read the attached card 78
read the attached note 82
read the baseball news 42
read the biblical book 49
read the biblical text 1444
read the business card 101
read the business news 85
read the business page 58
read the business plan 143
read the casualty list 88
read the ceremony from 111
read the chapters ahead 57
read the chapters dealing 491
read the chapters from 142
read the chapters over 40
read the children their 48
