railroad ticket offices . 70
randomly chosen location . 46
randomly chosen numbers . 74
randomly chosen position . 58
randomly chosen samples . 59
randomly packed spheres . 71
rapidity before unknown . 62
realistic career choices . 110
realistic lighting effects . 55
realistic special effects . 101
rebellion became general . 51
rebellion should prevail . 40
received amongst mankind . 129
received another command . 98
received another impetus . 48
received another message . 203
received another setback . 163
received another summons . 261
received another visitor . 83
received better service . 79
received christ himself . 86
received divine honours . 467
received divine sanction . 96
received divine worship . 80
received formal sanction . 61
received formal schooling . 159
received further impetus . 145
received further support . 134
received greater impetus . 52
received greater support . 90
received higher incomes . 53
received higher priority . 109
received layoff notices . 42
received lesser amounts . 59
received little acclaim . 64
received little benefit . 366
received little comfort . 82
received little comment . 155
received little respect . 93
received little schooling . 294
received little support . 4947
received little sympathy . 756
received measles vaccine . 44
received partial payment . 41
received partial support . 477
received public acclaim . 81
received public sanction . 63
received public support . 583
received severe bruises . 52
received signal quality . 187
received signal strengths . 51
received soviet support . 129
received standing ovations . 178
received through baptism . 65
received through mediums . 60
received twelve hundred . 58
received twenty dollars . 126
received various answers . 717
received without comment . 202
received without dispute . 84
received without payment . 70
received without protest . 95
received without question . 617
received without scruple . 50
receiver design problem . 143
receives divine honours . 118
receives further support . 116
receives little support . 223
receives little sympathy . 66
receives little worship . 43
receives partial support . 56
recently active volcano . 43
recently became extinct . 57
recently become evident . 206
recently become extinct . 470
recently become familiar . 115
recently become feasible . 92
recently become friends . 42
recently become popular . 928
recently become visible . 70
recently gotten married . 122
recently issued patents . 57
recently killed animals . 132
recently killed himself . 50
recently learned material . 338
recently without success . 44
receptor blocking effects . 61
receptor family members . 153
receptor partial agonist . 65
reckless sexual behavior . 54
reckoned amongst vertues . 81
reckoned amongst virtues . 60
recorded mental illness . 127
recorded speech samples . 172
recorded therapy sessions . 103
recorded without comment . 171
recovery occurs rapidly . 42
recovery planning process . 127
recovery seemed assured . 55
recovery without sequelae . 147
recovery without surgery . 60
recursion through negation . 114
redeemed through suffering . 76
reduction without sintering . 128
reformed public schools . 43
reformed second chamber . 413
reformer beyond compare . 40
refunded without question . 103
regained normal function . 59
regulate church affairs . 62
regulate energy balance . 80
regulate future conduct . 64
regulate immune function . 65
regulate kidney function . 42
regulate ovarian function . 43
regulate public affairs . 76
regulate public conduct . 54
regulate public worship . 42
regulate sexual behavior . 355
regulate sexual conduct . 74
regulate sodium balance . 59
regulating energy balance . 50
regulating immune function . 52
regulating market economy . 313
regulating ovarian function . 123
regulating public affairs . 40
regulating sexual behavior . 294
regulating sexual conduct . 104
rejected asylum seekers . 117
rejected infant baptism . 376
rejected without comment . 107
rejected without question . 58
relations across borders . 129
relations already existed . 57
relations became evident . 43
relations before marriage . 1105
relations justly demands ! 40
relations should develop . 46
relations should improve . 44
relations should prevail . 42
relations through marriage . 87
relations training program . 476
relations without censure . 146
relations without marriage . 45
relative angular position . 55
relative atomic weights . 458
relative clause markers . 60
relative energy content . 67
relative factor returns . 58
relative factor rewards . 75
relative foster parents . 55
relative income position . 348
relative market position . 176
relative profit margins . 43
relative record address . 56
relative record numbers . 136
relative sexual freedom . 43
relative signal strengths . 48
relative spatial location . 43
relative spatial position . 100
relative status position . 65
relative through marriage . 101
relevant causal factors . 218
relevant family history . 284
relevant family members . 203
relevant labour markets . 47
relevant market factors . 66
relevant market segment . 90
relevant planning horizon . 100
relevant policy matters . 52
relevant policy measures . 65
relevant public records . 91
relevant source material . 283
relevant target behavior . 59
relevant training courses . 77
relevant verbal behavior . 72
religious belief confers . 52
religious belief systems . 1227
religious boarding schools . 82
religious groups together . 87
religious public schools . 66
religious school systems . 62
religious school teachers . 121
religious secret society . 44
religious symbol systems . 132
religious versus secular . 41
religious without bigotry . 41
remained almost unknown . 681
remained almost useless . 47
remained another question . 47
remained beyond dispute . 47
remained beyond question . 96
remained bitter enemies . 89
remained clearly defined . 62
remained clearly visible . 184
remained closed forever . 56
remained deeply divided . 323
remained deeply ingrained . 69
remained fairly limited . 161
remained fairly peaceful . 41
remained fairly similar . 42
remained fairly uniform . 78
remained firmly catholic . 71
remained firmly opposed . 127
remained firmly planted . 63
remained hidden forever . 58
remained highly charged . 50
remained highly limited . 41
remained highly popular . 81
remained highly unequal . 55
remained highly visible . 68
remained little altered . 104
remained locked together . 119
remained openly hostile . 59
remained poorly defined . 126
remained public affairs . 47
remained purely nominal . 100
remained silent himself . 49
remained standing herself . 46
remained standing himself . 151
remained standing outside . 126
remained standing upright . 109
remained wholly unknown . 74
remained widely popular . 42
remained without comfort . 87
remained without results . 199
remained without schools . 56
remained without solution . 108
remained without success . 315
remedies without benefit . 65
remedies without success . 206
remember almost everything . 66
remember another occasion . 42
remotely sensed imagery . 1008
rendered almost certain . 137
rendered almost perfect . 53
rendered almost useless . 661
rendered better service . 61
rendered clearly visible . 93
rendered france unhappy . 75
rendered public service . 66
rendered signal service . 246
rendered special service . 60
rendered useful service . 222
rendered valiant service . 149
rendered wholly useless . 169
renovate existing buildings . 42
renowned nimrod himself . 56
rentable square footage . 56
repaired through surgery . 67
replaced before failure . 42
replaced fairly quickly . 40
replaced striking workers . 40
replaced without penalty . 194
replaced without trouble . 47
reported across studies . 77
reported better results . 48
reported deviant behavior . 239
reported higher profits . 45
reported income figures . 46
reported little success . 43
reported record profits . 127
reported sexual arousal . 118
reported sexual assault . 120
reported sexual behavior . 298
reported sexual function . 41
reported without comment . 121
reptiles became extinct . 123
requesting further details . 49
requests without question . 47
required annual payment . 568
required annual reports . 181
required before marriage . 64
required before removal . 86
required before surgery . 109
required building permits . 55
required bypass surgery . 66
required carbon content . 85
required english courses . 102
required further research . 305
required further surgery . 245
required heroic efforts . 54
required higher density . 131
required little capital . 371
required little exertion . 44
required little prompting . 54
required little revision . 55
required mental element . 119
required monthly payment . 360
required output current . 106
required output voltage . 325
required public support . 142
required result follows . 377
required safety devices . 47
required safety features . 46
required safety measures . 96
required school subject . 40
required second language . 89
required section modulus . 778
required special efforts . 104
required special measures . 208
required special permits . 47
required supply voltage . 123
required system behavior . 125
required system function . 47
required training program . 112
required twenty minutes . 57
required urgent solution . 51
required urgent surgery . 56
requires active listening . 159
requires another chapter . 86
requires client consent . 176
requires direct contact . 49
requires direct current . 61
requires further comment . 1513
requires further inquiry . 205
requires further research . 4990
requires further studies . 1003
requires further support . 99
requires further surgery . 57
requires future research . 72
requires little capital . 108
requires little comment . 1732
requires little exertion . 42
requires little overhead . 60
requires market research . 57
requires mutual consent . 85
requires mutual respect . 126
requires public support . 118
requires serious revision . 42
requires special comment . 756
requires special devices . 40
requires special efforts . 86
requires special measures . 181
requires special permits . 46
requires special research . 42
requires special studies . 64
requires special talents . 49
requires strict control . 62
requires urgent surgery . 147
researching family history . 109
resemble coffee grounds . 82
resemble pencil trimmings . 70
resembling coffee grounds . 228
resembling ruined castles . 52
resembling samuel johnson . 99
reserved memory location . 62
resident ballet company . 165
resident breeding species . 116
resident family members . 122
resident parent company . 60
resident training program . 206
residual disease remains . 47
residual equity holders . 111
residual kidney function . 63
residual muscle weakness . 99
residual nuclear radiation . 82
residual stress effects . 91
residual stress pattern . 215
residual stress profile . 74
resistor ladder network . 140
resistor series circuit . 50
resolute manner refused . 40
resolved fairly quickly . 99
resolved oedipus complex . 40
resolved through dialogue . 181
resolved through mediation . 277
resolved through research . 68
resolved through violence . 91
resolved without sequelae . 150
resolved without surgery . 52
resolved without violence . 261
resolves without sequelae . 434
resonant charge exchange . 101
resource access control . 197
resource planning efforts . 108
resource planning process . 917
resource planning systems . 901
respecting infant baptism . 52
respecting public affairs . 194
respects beyond control . 42
respects public buildings . 52
respects toward religion . 147
responding normal tissues . 152
responding patrol officer . 46
responding police officer . 42
response before answering . 50
response planning process . 123
response remain unknown . 45
response shapes revision . 46
response should increase . 47
restless mirror wobbled . 81
restored fairly quickly . 60
restored public worship . 43
restores normal function . 163
retained biliary calculi . 132
retained direct control . 51
retained lawyer arrived . 116
retaliate former cruelty . 270
reticent family records . 42
returned before daybreak . 72
returned laurie gravely . 55
returned louisa shortly . 41
returned usable replies . 42
returned without comment . 332
returned without question . 50
returned without results . 65
returned without success . 1768
reusable launch vehicle . 204
revenues through taxation . 175
revolved around himself . 70
revolved around jupiter . 43
revolved around religion . 108
revolved around slavery . 43
revolves around forests . 72
revolves around himself . 167
rigorous review process . 158
rigorous training program . 424
rigorous training regimen . 73
romantic dinner together . 53
romantic lesbian stories . 80
ruminating animal wonders . 84
rummaged through everything . 47
ruptured chordae tendinae . 197
