rabbi like his father 72
raced along her nerve 201
raced along her spine 579
raced along her veins 67
raced along his spine 63
raced down her cheek 62
raced down her spine 2435
raced down her throat 46
raced down his spine 265
raced down his throat 47
raced from one point 45
raced into his house 45
raced over her flesh 61
races during this period 141
races from all lands 66
races from all parts 223
races from this point 65
races have long lived 158
races have long since 87
races into one nation 333
races into one people 207
races into one world 41
races living and working 73
races more than others 83
races other than black 115
races other than negro 199
races other than white 1154
races were not equal 114
races when they first 48
races whom they found 115
races will not prove 47
racial mixing and racial 55
racial peace and social 42
racial type and social 56
racking sobs that shook 380
radar guns and handy 55
radar homing and warning 777
radar sets and again 63
radial fins per meter 57
radii ending and breaking 40
radii less than about 672
radii were not equal 239
radios were not working 149
radon iron and steel 46
rafts were being built 54
raged during and after 57
raged during this period 137
raged over this issue 79
raged over who would 41
rages along our coast 73
raids during this period 299
raids from both sides 294
raids into asia minor 238
raids were let loose 43
rails have long since 69
rails were too light 70
raining early this morning 51
raining hard all night 151
raining hard and blowing 107
raining hard that morning 58
raining hard that night 71
raining hard this morning 71
raining shot and shell 383
raining upon her decks 98
raining when you start 183
rains came they would 72
rains during six months 57
rains during this period 340
rains during this season 134
rains fall for often 46
rains have not begun 43
rains here six months 44
rains less than twice 55
rains make our roads 85
rains more than twice 123
rains were not quite 45
rains were now falling 40
rainy days and stand 45
rainy days and sunny 71
rainy days and where 41
rainy days she would 78
rainy days they would 99
rainy days you could 47
raise beef and dairy 202
raise bees for honey 54
raise boys and girls 471
raise cash for taxes 119
raise cash with which 79
raise corn and grain 49
raise cows and sheep 43
raise even this small 50
raise food and clothing 73
raise from its ruins 56
raise hell all night 50
raise land and naval 45
raise living and working 45
raise more than about 130
raise more than eight 71
raise more than fifty 62
raise more than money 56
raise more than sixty 56
raise more than thirty 76
raise more than twice 79
raise more than would 53
raise only one brood 400
raise only one chick 263
raise only one child 45
raise only one point 56
raise over and above 123
raise some real money 40
raise some red flags 150
raise sons who would 52
raise steam and drive 63
raise steam for power 45
raise such sum either 55
raise their head above 79
raise their head again 107
raise their own armed 40
raise their own child 76
raise their own costs 60
raise their own crops 530
raise their own fruit 56
raise their own funding 74
raise their own funds 1817
raise their own grain 121
raise their own hands 70
raise their own level 248
raise their own loans 74
raise their own local 92
raise their own money 1424
raise their own power 51
raise their own price 40
raise their own rates 158
raise their own rents 70
raise their own share 48
raise their own sheep 117
raise their own social 159
raise their own stock 126
raise their own taxes 805
raise their own voice 44
raise their own wages 309
raise their real wages 179
raise their son alone 105
raise their tax rates 319
raise their two sails 40
raise upon its ruins 66
raise what they could 79
raise when they enter 45
raise your arm above 129
raise your arm until 46
raise your head above 273
raise your head again 95
raise your head until 115
raise your head while 46
raise your own child 77
raise your own level 62
raise your own money 58
raise your two hands 46
raising beef and dairy 93
raising boys and girls 346
raising cash with which 40
raising corn and begin 62
raising corn and feeding 50
raising during this period 42
raising food and fiber 51
raising from its ashes 65
raising hell and letting 162
raising pigs and growing 41
raising pigs and selling 44
raising pigs and sheep 43
raising rent and putting 100
raising their long necks 47
raising their own child 48
raising their own crops 190
raising their own funds 384
raising their own level 62
raising their own money 144
raising their own rates 52
raising their own stock 48
raising their own taxes 151
raising their own wages 226
raising their tax rates 78
raising your own child 61
raising your pen point 47
raked over her again 51
raked stem and stern 45
rally from this shock 66
rally their own people 44
ranch early one morning 48
ranch from his father 176
ranch some ten miles 42
ranch when his father 50
ranged along both banks 43
ranged along both sides 317
ranged along its banks 89
ranged along its coast 107
ranged along its sides 186
ranged along its walls 74
ranged along two sides 75
ranged down both sides 60
ranged from jet black 43
ranged from one child 52
ranged from one nation 68
ranged from one penny 59
ranged from one pound 93
ranged from six cents 82
ranged from six hours 40
ranged from six months 971
ranged from six weeks 150
ranged from ten cents 183
ranged from ten months 70
ranged from that point 78
ranged from that which 51
ranged from two cents 84
ranged from two hours 72
ranged from two months 391
ranged from two weeks 295
ranged into two camps 43
ranged over all parts 52
ranged over all sorts 50
ranges from new guinea 133
ranges from one fourth 54
ranges from san diego 181
ranges from six months 968
ranges from six weeks 166
ranges from that found 42
ranges from that which 225
ranges from two months 256
ranges from two weeks 332
ranges less than about 159
ranges over all types 53
ranges rising one above 102
ranges were being built 42
ranking army and naval 76
ranking third and fourth 317
ranks during this period 140
ranks from all parts 44
ranks here being equal 46
ranks over this issue 44
ranks those who could 104
ranks those who would 44
ranks were not found 134
ranks were one blaze 105
rapid along its jutting 66
rapid buying and selling 259
rapid drying can cause 44
rapid drying may cause 48
rapid during and after 42
rapid during this period 543
rapid flux and change 47
rapid from that point 66
rapid from this point 47
rapid heating and cooling 4918
rapid heating and rapid 63
rapid heating and short 42
rapid heating may cause 73
rapid land use change 65
rapid making and breaking 315
rapid pace and large 43
rapid pace for about 270
rapid pace than usual 75
rapid pace than would 76
rapid pace that grows 43
rapid pace with which 544
rapid rail and light 112
rapid rate and which 47
rapid rate for about 58
rapid rate than could 85
rapid rate than either 250
rapid rate than others 267
rapid rate than total 100
rapid rate than under 54
rapid rate than usual 110
rapid rate than wages 52
rapid rate than would 632
rapid rate with which 263
rapid reading and writing 47
rapid rise and decay 308
rapid rise and growth 131
rapid rise and rapid 76
rapid rise and spread 300
rapid rising and falling 205
rapid step with which 44
rapid trial and error 86
rapid wage and price 87
rarer ones are later 60
rares back and roars 185
rated load and power 138
rated load and rated 262
rated load and speed 431
rated load and unity 95
rated load with rated 90
rated their own group 97
rated their sex lives 226
rates among and within 77
rates among both males 41
rates among this group 311
rates during and after 728
rates during and since 45
rates during rem sleep 127
rates during that period 1115
rates during this period 5068
rates during this phase 48
rates fall far below 42
rates fall far short 48
rates fell far short 46
rates from all forms 106
rates from all types 83
rates from any point 70
rates from one period 126
rates from one point 65
rates from one state 73
rates from that point 97
rates from this cause 273
rates from this group 57
rates from this point 117
rates from this study 108
rates have not grown 40
rates have not moved 90
rates have not risen 349
rates have not shown 112
rates into two parts 65
rates less than about 271
rates meant that fewer 41
rates more than twice 858
rates over and above 764
rates over death rates 53
rates over that period 164
rates over this period 681
rates paid for hauling 41
rates paid for labor 96
rates paid for loans 51
rates paid for money 40
rates rising and falling 53
rates there are still 40
rates used are based 73
rates used are given 107
rates were all below 52
rates were all lower 59
rates were and still 45
rates were being fixed 80
rates were far above 262
rates were far below 294
rates were far lower 357
rates were not based 122
rates were not equal 106
rates were not fixed 236
rates were not found 211
rates were not fully 82
rates were not given 130
rates were not known 83
rates were not large 59
rates were not lower 96
rates were not nearly 87
rates were not quite 72
rates were not really 68
rates were not shown 71
rates were not taken 43
rates were set above 41
rates were set below 85
rates were set equal 45
rates were set lower 42
rates were six times 75
rates were ten times 64
rates were too small 55
rates when they could 47
rates will bring about 263
rates will not apply 172
rates will not cause 103
rates will not change 468
rates will not occur 56
rates will not yield 45
rather among men whose 43
rather anger than amend 58
rather bare and stern 41
rather bleak and dreary 43
rather bold and quite 50
rather boys and girls 45
rather busy this morning 221
rather call his house 81
rather cheap and nasty 49
rather clear idea about 47
rather cold and aloof 291
rather cold and blank 46
rather cold and rainy 172
rather cold and rather 68
rather cold and stiff 77
rather cold and windy 186
rather cold this morning 50
rather cold with sitting 79
rather cool and aloof 50
rather cool and moist 47
rather dark and close 119
rather dark and dreary 79
rather dark and quiet 42
rather dark and rainy 44
rather dark and small 40
rather dark than light 175
rather deep and broad 127
rather deep and rapid 41
rather deep than broad 41
rather dull and dreary 115
rather dull and lacking 52
rather dull and prosy 52
rather dull and quiet 86
rather eager than lasting 249
rather early age level 40
rather early one morning 171
rather early that evening 45
rather early that night 62
rather early this morning 507
rather fair than brown 46
rather fast and loose 388
rather fell than seated 40
rather felt you round 47
rather find out about 105
rather fine than strong 54
rather flat and broad 210
rather flat and smooth 148
rather flat than round 66
rather flee than fight 226
rather flying than walking 58
rather from his father 105
rather from his mother 51
rather from his sense 67
rather from that which 185
rather from this point 79
rather fuck than fight 135
rather full and broad 52
rather full and round 56
rather give him twice 63
rather give his money 74
rather give you anything 52
rather glad than sorry 391
rather glad that martha 56
rather good this morning 55
rather gray than white 58
rather great that night 40
rather hard and rough 58
rather hard and sharp 43
rather hard and stiff 87
rather hard and strong 47
rather hard and tough 131
rather hard things about 46
rather have had reason 51
rather have her child 83
rather have her marry 125
rather have her money 52
rather have her mother 44
rather have her tongue 40
rather have her under 76
rather have him alive 150
rather have him spend 51
rather have him under 58
rather have him where 50
rather have his father 61
rather have his hands 108
rather have his money 66
rather have his mother 44
rather have his right 88
rather have his throat 55
rather have his tongue 227
rather have not known 64
rather have one grain 65
rather have one story 82
rather have one train 50
rather have our small 64
rather have than anything 235
rather have than money 49
rather have that child 61
rather have that money 48
rather have that place 55
rather have that reason 46
rather have this tongue 174
rather have you abuse 44
rather have you alive 216
rather have you easily 53
rather have you laugh 41
rather have you marry 71
rather have you shoot 42
rather have you spend 49
rather have you study 61
rather have you where 40
rather have you working 61
rather have you write 56
rather heavy and bulky 117
rather heavy and crude 89
rather heavy and lacking 41
rather heavy than light 45
rather hide than fight 91
rather high and broad 72
rather high and close 109
rather high and rather 44
rather high and steep 205
rather high and would 47
rather high but sweet 48
rather high than broad 107
rather hoping she would 54
rather hoping they would 46
rather hoping you could 77
rather hoping you might 211
rather hoping you would 212
rather jigs than plays 47
rather just sit quiet 62
rather just than legal 107
rather keep his money 42
rather late and after 41
rather late and could 43
rather late and found 77
rather late and rather 59
rather late for lunch 134
rather late for passing 42
rather late one evening 386
rather late one morning 71
rather late one night 186
rather late that evening 258
rather late that morning 78
rather late that night 228
rather late this evening 100
rather late this morning 941
rather leave him alone 47
rather leave them alone 169
rather left her alone 58
