radiations of different wave 714
railroad is completed from 47
railroad is different from 44
railroad is projected from 69
railroad or telegraph line 221
railroad to transport their 47
rainfall by artificial means 59
rainfall in different areas 217
rainfall in different years 185
rainfall is especially heavy 117
rainfall is exceedingly heavy 47
rainfall is extremely heavy 280
rainfall is extremely high 53
rainfall is generally heavy 262
rainfall is generally high 107
rainfall is generally less 574
rainfall is generally more 52
rainfall is generally over 59
rainfall is generally very 99
rainfall is sometimes very 58
rainfall is unusually heavy 164
rainfall or irrigation during 43
rainfall or irrigation will 82
rapidity of absorption from 157
rapidity of transition from 148
rapidity of transition very 172
rapidity the associated work 47
rapidity the nutriment laid 47
raptures of salutation were 95
rashness of pronouncing upon 48
ratified an agreement made 44
ratified by unanimous vote 80
ratified the agreement made 130
ratified the convention have 89
ratified the convention were 82
ratified the strategic arms 44
rationale is different from 57
reactants is converted into 49
readiness is dependent upon 51
readiness to accompany their 52
readiness to appreciate their 44
readiness to appreciate what 44
readiness to circulate such 44
readiness to discharge such 52
readiness to encounter pain 133
readiness to entertain such 53
readiness to institute such 56
readiness to integrate into 48
readiness to intervene when 64
readiness to sacrifice even 282
readiness to sacrifice life 562
readiness to sacrifice mind 47
readiness to sacrifice self 437
readiness to sacrifice some 136
readiness to sacrifice their 1544
readiness to sacrifice there 72
readiness to sacrifice time 62
readiness to sacrifice what 63
readiness to sacrifice your 86
readiness to surrender life 98
readiness to surrender their 93
readiness to undertake more 45
readiness to undertake some 173
readiness to undertake such 235
readiness to undertake what 63
readjusting to community life 47
reaffirms the important role 66
reaffirms the principle laid 50
realistic or desirable goal 53
realities in different ways 89
realities of australian life 110
realities of classroom life 1027
realities of commercial life 297
realities of communist rule 51
realities of community life 334
realities of community living 50
realities of corporate life 308
realities of existence were 68
realities of immigrant life 207
realities of industrial life 1068
realities of industrial work 41
realities of intellect from 65
realities of managerial life 52
realities of managerial work 86
realities of missionary life 98
realities of missionary work 73
realities of plantation life 174
realities of political life 7120
realities of practical life 439
realities of primitive life 44
realities of provincial life 90
realities of shipboard life 42
realities of spiritual life 237
reanimate the paralyzed face 85
reappeared in different form 41
rearranged in different ways 132
rebellion to vindicate their 51
rebuilding the industrial base 67
recalled an afternoon when 101
recalled by president polk 73
recalled the afternoon when 107
recalled the christmas ball 60
recalled the important role 60
recalled the impression made 162
recalled the parliament from 53
recalled the president saying 57
recalled the squadrons from 48
recalled the statement made 105
recalled the telephone call 107
recalled to political life 47
receipts by residents from 70
received an additional blow 94
received an additional dose 92
received an additional five 317
received an additional four 170
received an additional gift 74
received an additional half 50
received an additional loan 49
received an additional mark 113
received an additional push 57
received an additional three 430
received an additional vote 260
received an admonition from 240
received an advantage from 55
received an affidavit from 209
received an agreement from 81
received an allocation from 83
received an allotment from 75
received an allowance from 1207
received an anonymous call 1865
received an anonymous gift 322
received an anonymous note 808
received an anonymous threat 141
received an artificial heart 66
received an assurance from 1977
received an attentive hearing 147
received an effective dose 58
received an electoral vote 197
received an emergency call 2584
received an encouraging note 53
received an encouraging word 44
received an endowment from 229
received an engagement from 74
received an especially warm 128
received an estimated dose 96
received an evaluation from 40
received an excellent early 56
received an excellent rating 343
received an excessive dose 85
received an expensive gift 41
received an extensive trial 64
received an extremely good 45
received an extremely high 100
received an extremely warm 97
received an immigrant visa 67
received an important call 71
received an important gift 54
received an important part 198
received an important post 107
received an impression from 525
received an impression keen 85
received an indemnity from 155
received an indication from 146
received an influence from 111
received an inhibition from 59
received an injunction from 252
received an inscribed copy 116
received an interesting call 65
received an interesting note 50
received an intimation from 3705
received an invitation card 96
received an invitation from 31148
received an invitation into 64
received an invitation some 78
received an irregular fire 94
received an obedience from 109
received an obligation from 50
received an outstanding rating 56
received an ultimatum from 1127
received an unanimous call 187
received an unanimous vote 125
received an undertaking from 154
received an unusually fine 53
received an unusually good 209
received an unusually heavy 50
received an unusually high 250
received an unusually warm 84
received as dividends from 815
received as dividends upon 288
received as empirical laws 62
received as literally true 133
received at christmas time 195
received at different time 42
received at intervals during 48
received at intervals from 55
received at liverpool from 82
received by americans from 109
received by certified mail 99
received by cleveland from 52
received by companies from 48
received by conduction from 99
received by consumers from 72
received by defendant from 203
received by delegates from 42
received by delegation from 77
received by employees during 55
received by employees from 266
received by everybody else 42
received by hospitals from 44
received by landlords from 46
received by petitioner from 176
received by plaintiff from 205
received by president bush 78
received by president taft 66
received by president tito 330
received by producers during 82
received by producers from 95
received by producers have 47
received by producers were 100
received by producers will 94
received by publisher from 145
received by reflection from 144
received by residents from 164
received by revelation from 173
received by taxpayers from 91
received by telegraph from 540
received by telephone from 395
received in abundance from 107
received in childhood from 207
received in commission from 49
received in different areas 42
received in different time 83
received in different ways 454
received in different years 143
received in dividends from 86
received in duplicate from 46
received in extremely good 44
received in perfectly good 56
received in royalties from 62
received in september from 72
received in seventeen years 54
received in spiritual faith 47
received in succession from 69
received is converted into 70
received is dependent upon 97
received is different from 187
received it yesterday from 40
received my commission from 274
received my discharge from 212
received my dismissal from 79
received my doctorate from 118
received no advantage from 489
received no alleviation from 49
received no allowance from 84
received no annoyance from 45
received no antenatal care 121
received no assurance from 90
received no commission from 402
received no complaint from 130
received no criticism from 72
received no detriment from 87
received no directions from 205
received no directive from 47
received no dividends from 112
received no effective help 41
received no electoral vote 102
received no emolument from 52
received no gratitude from 74
received no impression from 167
received no indication from 176
received no influence from 77
received no intimation from 353
received no invitation from 278
received no medication during 58
received no opposition from 114
received no ordination from 102
received no overtures from 133
received no patronage from 78
received no permission from 60
received no protection from 620
received no reprimand from 55
received no responses from 55
received no revelation from 59
received no royalties from 265
received no sensations from 40
received no subsidies from 99
received no subvention from 41
received no suggestion from 77
received no telephone call 103
received on contracts made 48
received on different days 82
received on wednesday last 69
received on yesterday from 61
received or benefited from 131
received or collected from 85
received or converted such 65
received or delivered during 57
received or disbursed during 55
received or purchased from 50
received the additional name 273
received the anonymous call 46
received the assurance from 393
received the astonishing news 199
received the baptismal name 476
received the baptismal rite 135
received the cablegram from 46
received the commission from 942
received the complaint from 62
received the concession from 64
received the conquered into 56
received the decoration from 103
received the defective gene 57
received the delegates from 87
received the delegation from 153
received the deputation from 337
received the deputation most 89
received the deputation very 107
received the devastating news 518
received the dignified name 89
received the directive from 54
received the discharge from 207
received the disquieting news 178
received the distressing news 387
received the doctorate from 251
received the documents from 243
received the electoral vote 841
received the emergency call 87
received the encouraging news 133
received the eucharist from 211
received the favorable vote 98
received the franchise from 61
received the franchise were 48
received the fraternal kiss 72
received the fugitives from 59
received the fugitives into 46
received the heartbreaking news 66
received the honorific name 47
received the important news 63
received the important post 119
received the impression during 56
received the impression from 1054
received the initiatory rite 80
received the intimation from 134
received the invitation from 907
received the knowledge from 146
received the lucrative post 51
received the messengers from 81
received the momentous news 95
received the narrative from 89
received the necessary care 84
received the necessary help 229
received the necessary means 68
received the necessary three 113
received the necessary vote 81
received the nomination from 270
received the nomination over 100
received the obligation from 40
received the ordinance from 42
received the outstanding book 52
received the outstanding young 158
received the overtures made 143
received the permanent loan 41
received the permission from 99
received the possession from 60
received the posthumous name 240
received the priceless boon 47
received the priceless gift 81
received the priesthood from 165
received the principal part 955
received the prisoners from 56
received the prisoners into 51
received the privilege along 62
received the privilege from 107
received the prodigious kiss 47
received the prophetic call 47
received the prophetic gift 120
received the revelation from 282
received the royalties from 47
received the sacrament during 46
received the sacrament four 77
received the sacrament from 2447
received the sacrament once 197
received the sacrament there 59
received the sacrament upon 192
received the sacrament when 40
received the salutation upon 56
received the slightest harm 44
received the slightest help 42
received the slightest hint 206
received the slightest hurt 61
received the slightest mark 482
received the slightest word 60
received the sorrowful news 118
received the specimens from 43
received the spiritual gift 73
received the spiritual love 48
received the statement from 174
received the succession from 51
received the suggestion from 215
received the suggestion very 60
received the surrender from 40
received the technical name 167
received the telegrams from 40
received the telephone call 2409
received the temporary rank 67
received the tenderest care 103
received the territory from 131
received the traditions from 88
received the ultimatum from 89
received the unanimous call 48
received the unanimous vote 1553
received the unpleasant news 206
received the unwelcome news 1002
received the venerable name 69
received the watchword from 59
received the whimsical name 98
received the wonderful gift 56
received the wonderful news 331
received to everlasting life 111
received us extremely well 54
receiver is appointed only 44
receiver is appointed over 375
receiver is appointed upon 85
receiver is dependent upon 79
receiver is different from 93
receiver is prevented from 45
receiver is protected from 42
receiver is sensitive only 41
receiver of insolvent bank 55
receiver of knowledge from 62
receiver or container used 68
receiver or defensive back 109
receiver or receivers must 46
receiver to determine when 48
receives an admonition from 121
receives an allocation from 73
receives an allowance from 337
receives an anonymous note 115
receives an assurance from 40
receives an emergency call 318
receives an extremely high 44
receives an identical copy 49
receives an important part 43
receives an impression from 615
receives an indication from 71
receives an influence from 59
receives an interrupt from 73
receives an intimation from 105
receives an invitation from 751
receives an ultimatum from 85
receives an unusually high 47
receives is dependent upon 105
receives is different from 41
receives no advantage from 104
receives no filaments from 49
receives no impression from 95
receives no influence from 53
receives no protection from 144
receives no royalties from 77
receives no subsidies from 81
receives or transmits data 54
receives the commission from 77
receives the defective gene 58
receives the discharge from 680
receives the electrons from 45
receives the encrypted data 44
receives the impression from 555
receives the necessary care 61
receives the ophthalmic vein 155
receives the pancreatic duct 53
receives the principal part 65
receives the reflection from 46
receives the requested data 56
receives the responses from 52
receives the revelation from 67
receives the reverence done 45
receives the reverence once 42
receives the sacrament from 150
receives the secretions from 59
receives the technical name 57
receives the telephone call 143
receives the vibrations from 96
recently as september last 41
recently in countries like 47
recently in countries such 55
recently in geological time 163
recently the americans have 40
reception of addresses from 47
reception of converted jews 85
reception of cornelius into 74
reception of delegates from 92
reception of diagnostic news 51
reception of embassies from 61
reception of emigrants from 42
reception of fugitives from 59
reception of influence from 64
reception of knowledge from 119
reception of prisoners from 40
reception of sensations from 92
reception of spiritual life 67
reception of spiritual truth 291
reception of television news 92
reception so different from 158
receptor in membranes from 47
receptor is dependent upon 58
receptor is different from 157
receptor is expressed only 92
recesses of ineffable pomp 490
recession is different from 49
recession or depression when 54
recession or depression will 88
recharge or discharge areas 111
recharge the batteries when 45
recharge to discharge areas 288
reckless or negligent acts 111
reckoned an actionable wrong 56
reckoned an advantage only 75
reckoned an universal rule 52
reckoned in different ways 44
reckoned the landscape took 43
reckonings to determine their 77
recorded an interesting case 303
recorded an unusually high 72
recorded as additional paid 149
recorded as deductions from 42
recorded as originating from 55
recorded at amortized cost 46
recorded at different time 191
recorded at estimated fair 47
recorded at intervals during 149
recorded at intervals over 145
recorded by scripture among 106
recorded in chronicle from 43
recorded in different areas 119
recorded in different ways 446
recorded in different years 96
recorded in documents from 87
recorded in graphical form 80
recorded in narrative form 295
recorded in numerical form 266
recorded in permanent form 450
recorded in scripture among 81
recorded in scripture have 71
recorded in scripture must 40
recorded in scripture were 298
recorded in sediments from 159
recorded on different days 191
recorded or broadcast live 44
recorded or performed live 41
recorded the important fact 61
recorded the impression left 52
recorded the impression made 187
recorded the interesting fact 94
recordings of selections from 56
recounting it different ways 53
recounting the wonderful tale 69
recourse is sometimes made 63
recourse to arguments from 103
recourse to artificial aids 84
recourse to artificial birth 52
recourse to artificial means 533
recourse to desperate means 80
recourse to different means 70
recourse to dishonest means 67
recourse to empirical data 137
recourse to inference from 41
recourse to political means 56
recourse to protection from 54
recourse to quotations from 62
recourse to wholesome dust 46
recovering in intensive care 42
recovering the complexion from 107
recovering the organisms from 51
recovering the provinces lost 47
recovering the territory lost 100
recovery in different ways 52
recovery in irradiated mice 65
recovery is available only 59
recovery is dependent upon 440
recovery is different from 93
recovery is exceedingly rare 75
recovery is extremely poor 53
recovery is extremely rare 193
recovery is extremely slow 115
recovery is generally good 177
recovery is generally poor 49
recovery is generally slow 73
recovery is generally very 59
recovery is justified only 53
recovery is permitted only 53
recovery is sometimes slow 44
recovery is suspended during 53
recovery of artifacts from 182
recovery of attorneys fees 202
recovery of chemicals from 221
recovery of compounds from 50
recovery of deserters from 204
recovery of documents from 58
