raceways and rolling elements 61
radicals and moral perverts 45
radicals and trade unionists 248
radicals that would otherwise 93
railroad and canal builders 55
railroad and canal projects 135
railroad and canal property 155
railroad and grain elevator 162
railroad and hotel expenses 87
railroad and motor carriers 153
railroad and social security 136
railroad and water carriers 90
railroad and which operates 80
railroad are fully utilized 42
railroad was built connecting 115
railroad was later extended 55
railways and light railways 113
railways and motor highways 46
railways and motor vehicles 363
railways and roads connecting 42
railways and water supplies 55
railways for horse carriages 48
rainfall and plant survival 45
rainfall and water supplies 181
rainfall that would otherwise 56
ranchers and sheep ranchers 68
rapidity with which advances 46
rapidity with which american 420
rapidity with which bacterial 57
rapidity with which business 106
rapidity with which chemical 110
rapidity with which children 382
rapidity with which clinical 55
rapidity with which cultural 221
rapidity with which decisions 72
rapidity with which diffusion 55
rapidity with which economic 125
rapidity with which electric 50
rapidity with which fortunes 137
rapidity with which gustavus 62
rapidity with which impulses 45
rapidity with which industry 56
rapidity with which infection 66
rapidity with which interest 49
rapidity with which marginal 55
rapidity with which messages 90
rapidity with which military 51
rapidity with which moisture 114
rapidity with which oxidation 48
rapidity with which patients 185
rapidity with which problems 42
rapidity with which progress 74
rapidity with which property 55
rapidity with which railways 225
rapidity with which recovery 103
rapidity with which students 80
rapidity with which supplies 88
rapidity with which symptoms 182
rapidity with which treatment 122
rapidity with which tropical 40
rationale for adult education 48
rationale for group counseling 91
rationale for group treatment 77
rationale for joint ventures 84
rationale for large families 66
rationale for music education 71
rationale for social security 135
rationale for treating patients 51
reactants and final products 274
readiness with which american 113
readiness with which children 231
readiness with which infection 69
readiness with which patients 67
readiness with which religious 59
readiness with which students 45
readiness with which whatever 44
realities and power relations 47
realities and social problems 48
realities and social relations 45
realities that might otherwise 44
realities that would otherwise 123
rebellion and cruel treatment 49
rebellion was never mentioned 89
rebellion with every sentence 68
recalled his first exposure 46
recalled his whole attention 41
recalled that george washington 78
recalled that prime minister 87
receipts and gross payments 76
receipts and sales journals 58
receipts and social security 54
receipts and total expenses 91
receipts and total payments 212
receipts and working expenses 251
receipts are gross receipts 53
receipts for goods received 76
receipts for money advanced 50
receipts for money received 204
receipts that would otherwise 52
received all books received 243
received and costs incurred 248
received and first mentioned 47
received and still receives 439
received and would continue 70
received any legal education 45
received any money whatever 53
received but passing attention 45
received but scant attention 3959
received but scant courtesy 105
received but scant treatment 303
received but small attention 53
received far fewer benefits 42
received far worse treatment 56
received for dairy products 64
received for legal services 61
received for money expended 65
received for option increases 46
received her basic education 71
received her first communion 852
received her first education 89
received her first exposure 52
received her first honorary 75
received her first paycheck 322
received her first proposal 117
received her first rejection 42
received her first religious 84
received her nursing education 147
received her royal highness 101
received her small pittance 83
received his basic education 675
received his chief attention 70
received his civil engineering 70
received his close attention 137
received his fatal injuries 54
received his final approval 75
received his final promotion 64
received his final sentence 45
received his first academic 210
received his first american 145
received his first artistic 308
received his first attention 145
received his first benefice 54
received his first business 59
received his first communion 1296
received his first contract 97
received his first definite 54
received his first dividend 49
received his first education 1986
received his first exposure 195
received his first honorary 184
received his first impulses 62
received his first initiation 261
received his first injection 73
received his first literary 121
received his first military 801
received his first paycheck 283
received his first promotion 308
received his first recorded 137
received his first rejection 60
received his first religious 495
received his first sentence 97
received his first shipment 82
received his first surprise 55
received his first telegram 44
received his hearty approval 108
received his later education 49
received his legal education 1281
received his music education 79
received his power directly 141
received his prime minister 45
received his royal highness 808
received his whole attention 40
received its chief stimulus 44
received its final approval 118
received its final overthrow 54
received its final redaction 117
received its final treatment 40
received its first adequate 40
received its first aircraft 119
received its first american 510
received its first attention 74
received its first challenge 95
received its first christian 42
received its first complete 175
received its first concrete 49
received its first contingent 159
received its first contract 133
received its first critical 66
received its first decisive 62
received its first definite 122
received its first delivery 41
received its first detailed 76
received its first electric 198
received its first explicit 89
received its first extended 99
received its first financial 50
received its first formation 46
received its first impulses 57
received its first patients 275
received its first powerful 99
received its first recorded 121
received its first resident 613
received its first settlers 354
received its first shipment 240
received its first stimulus 201
received its first students 587
received its power directly 40
received its usual tributes 43
received its world premiere 3567
received our first attention 60
received red cross packages 139
received this hardy proposal 53
received two small branches 71
received with close attention 72
received with equal affection 54
received with equal applause 97
received with equal attention 91
received with equal authority 40
received with equal courtesy 66
received with equal enthusiasm 506
received with equal interest 47
received with equal kindness 231
received with equal readiness 56
received with equal surprise 178
received with every attention 250
received with every civility 54
received with every courtesy 848
received with every evidence 233
received with every kindness 246
received with every possible 1014
received with faint applause 40
received with grave affection 47
received with grave approval 42
received with grave courtesy 77
received with grave suspicion 97
received with growing enthusiasm 41
received with hearty applause 501
received with hearty approval 96
received with hearty enthusiasm 44
received with hearty kindness 57
received with hearty laughter 161
received with hearty plaudits 61
received with mingled applause 56
received with mingled laughter 49
received with quiet kindness 110
received with scant ceremony 49
received with scant courtesy 335
received with scant enthusiasm 68
receives and makes payments 82
receives and sends messages 255
receives but scant attention 233
receives far fewer visitors 66
receives his first initiation 54
receives his first paycheck 40
receives his first religious 43
receives its chief affluent 48
receives its input directly 57
receives its motion directly 52
receives its power directly 86
receives its world premiere 201
recently had under treatment 62
reception for latin american 108
reception for prime minister 54
reception for queen elizabeth 68
receptor and opioid peptides 50
receptor for sonic hedgehog 75
receptor for tumor necrosis 486
recession and rapid inflation 59
recession had never exceeded 50
recorded and later analyzed 496
recorded and later compared 95
recorded for billing purposes 63
recorded for later analysis 2112
recorded for later playback 472
recorded for later processing 182
recorded his blood pressure 72
recorded that george washington 43
recorded that queen elizabeth 80
recorded with equal fairness 85
recorded with equal fidelity 65
recorded with louis armstrong 199
recorder and blank cassette 54
recorder for later analysis 156
recorder for later playback 52
recordings and motion pictures 903
recordings with louis armstrong 127
recovering his usual coolness 44
recovery and final disposal 49
recovery and levying execution 52
recovery and rapid economic 54
recovery and waste disposal 65
recovery and waste reduction 49
recovery and waste treatment 52
recovery for adult children 84
recovery for costs incurred 46
recovery for water services 50
recovery than would otherwise 74
recovery that would otherwise 46
recovery was nearly complete 195
recovery was never complete 176
recovery was still possible 104
recreation and adult education 323
recreation and parks programs 69
recreation and social activity 155
recreation and social conflict 84
recreation and social contacts 118
recreation and social education 54
recreation and social functions 45
recreation and social pleasures 43
recreation and social programs 94
recreation and social security 47
recreation and social services 185
recreation and sport programs 58
recreation and train capacity 60
recreation and waste disposal 53
recruits and junior officers 45
recruits who might otherwise 40
recruits who would otherwise 50
rectangle with sides parallel 708
recycled and waste materials 45
redolent with moral memories 417
reduction and blood pressure 225
reduction and error analysis 276
reduction and final abolition 135
reduction and growth facility 286
reduction and growth strategy 71
reduction and human resource 62
reduction and rigid internal 347
reduction and smoking cessation 143
