near approach some twenty 40
near portland road station 43
near relations lies buried 45
net benefits from adopting 48
net benefits from public 76
net borrower from abroad 50
net borrowings from abroad 52
net electric flux through 445
net magnetic flux through 339
net momentum flux through 56
net negative free energy 49
net proceeds from income 67
net receipts from abroad 68
net receipts from shipping 89
net revenues from proved 260
new accounts were opened 405
new agencies were created 707
new agencies were formed 92
new agencies were opened 51
new alliances were forged 78
new alliances were formed 234
new american half dollar 41
new american high school 153
new approach will become 41
new approach will result 45
new arrivals from abroad 248
new arrivals from across 85
new arrivals from africa 368
new arrivals from canada 46
new arrivals from eastern 408
new arrivals from england 502
new arrivals from europe 938
new arrivals from france 200
new arrivals from mexico 347
new arrivals from poland 101
new arrivals from various 47
new arrivals were already 160
new arrivals were anxious 42
new arrivals were called 50
new arrivals were forced 117
new arrivals were herded 41
new arrivals were housed 59
new arrivals were mainly 70
new arrivals were mostly 120
new arrivals were placed 107
new arrivals were treated 42
new behaviors will become 50
new boroughs were created 646
new bourgeois reading public 45
new branches were created 86
new branches were formed 210
new branches were opened 674
new branches will sprout 40
new business from existing 190
new business unit called 58
new channels were opened 94
new chapters were created 42
new chapters were formed 94
new charters were issued 172
new churches have arisen 44
new churches were called 46
new churches were formed 371
new churches were needed 116
new churches were opened 129
new churches were raised 41
new circuits were formed 101
new colleges were created 60
new colleges were opened 149
new colonies from england 55
new colonies from europe 102
new colonies were created 78
new colonies were formed 157
new commands were created 45
new concepts have arisen 70
new concepts into existing 70
new concepts were created 58
new concepts were needed 76
new concepts will become 40
new concepts will emerge 60
new concerns have arisen 104
new concerns were raised 40
new conquest over nature 41
new contract took effect 43
new contract were agreed 50
new conveyor belt system 43
new coronary heart disease 150
new councils were created 52
new councils were formed 64
new counties were carved 62
new counties were created 825
new counties were formed 632
new currents were stirring 76
new cylinder base gasket 78
new deposits were opened 43
new dimension when viewed 52
new disputes upon points 47
new divisions were created 274
new divisions were formed 306
new editorial page editor 45
new elections were called 1092
new elections were issued 47
new elements from abroad 57
new elements from without 74
new elements have arisen 42
new elements into english 41
new elements into existing 94
new elements into itself 46
new elements were created 59
new elements were formed 57
new employee will become 41
new entities were created 56
new entrants from abroad 58
new entrants from entering 91
new evidence from fission 113
new evidence from recent 49
new evidence very rarely 57
new evidence will emerge 52
new families were formed 169
new functions were created 44
new governor from england 195
new governor from mexico 64
new governor soon showed 57
new governor took office 332
new horizons have opened 146
new horizons open before 64
new horizons were opened 260
new hygienic town around 41
new impulses from abroad 40
new impulses from without 59
new impulsion from without 41
new incursion into england 65
new infection from without 82
new insights from recent 67
new insights from simple 110
new insights into animal 115
new insights into biology 69
new insights into cancer 45
new insights into disease 296
new insights into events 46
new insights into existing 86
new insights into family 68
new insights into floral 61
new insights into gender 56
new insights into global 42
new insights into issues 91
new insights into mental 52
new insights into methods 41
new insights into modern 46
new insights into myself 63
new insights into nature 150
new insights into normal 52
new insights into nuclear 52
new insights into reality 133
new insights into various 127
new insights were gained 314
new insights will emerge 104
new interest rate policy 64
new interest rate regime 55
new invention there called 47
new licenses were issued 213
new literary form called 51
new machines from england 50
new machines were bought 51
new machines were needed 40
new materials have become 166
new materials were needed 50
new materials will enable 45
new messages from someone 53
new migrants from europe 60
new migrants from mexico 50
new minerals were formed 69
new miniature golf course 43
new minister from france 200
new ministry took office 440
new monetary unit called 42
new officers took charge 42
new officers were called 58
new officers were chosen 185
new officers were created 100
new officials were created 42
new outlooks were reached 53
new paradigm will emerge 96
new parishes were created 335
new parishes were formed 246
new partition boot sector 90
new patients were treated 75
new patterns were emerging 49
new patterns will emerge 94
new peerages were created 231
new performing arts center 1747
new policies into effect 123
new policies were issued 127
new policies were needed 195
new policies will emerge 43
new positions were created 652
new positions were filled 128
new positions were opened 40
new positions were purely 49
new premises were opened 239
new problems have arisen 2155
new problems have become 47
new problems were appearing 41
new problems were created 386
new problems were emerging 94
new problems were raised 94
new problems were solved 79
new problems will always 94
new problems will emerge 195
new products fast enough 52
new products from abroad 67
new products from existing 84
new products from peanuts 55
new products have become 171
new products have failed 42
