new data collection instruments 42
new health insurance portability 74
new loan guarantee commitments 92
not been addressed effectively 86
not been addressed empirically 82
not been addressed extensively 99
not been altogether comfortable 68
not been altogether distasteful 64
not been altogether inattentive 66
not been altogether indifferent 56
not been altogether ineffective 50
not been altogether ineffectual 82
not been altogether obliterated 65
not been altogether responsible 41
not been altogether unfulfilled 69
not been altogether unsuspected 88
not been appointed exclusively 98
not been available commercially 94
not been carefully ascertained 92
not been carefully constructed 62
not been carefully distinguished 103
not been carefully scrutinized 128
not been certainly ascertained 181
not been certainly established 118
not been concerned exclusively 54
not been confirmed empirically 85
not been correctly apprehended 46
not been correctly ascertained 453
not been correctly implemented 70
not been correctly interpreted 222
not been correctly represented 85
not been described extensively 47
not been developed commercially 468
not been developed extensively 251
not been discussed extensively 272
not been equitably distributed 643
not been especially distinguished 59
not been especially significant 51
not been evaluated empirically 95
not been evaluated extensively 226
not been explained theoretically 74
not been exploited commercially 225
not been exploited extensively 67
not been extremely magnificent 44
not been generally apprehended 53
not been generally distinguished 52
not been generally entertained 40
not been generally established 173
not been generally implemented 65
not been generally recommended 79
not been judicially established 64
not been judicially interpreted 80
not been liberally interpreted 49
not been officially established 159
not been officially promulgated 111
not been perfectly ascertained 56
not been perfectly established 41
not been practiced extensively 94
not been precisely ascertained 358
not been precisely established 385
not been previously adjudicated 90
not been previously anticipated 71
not been previously apprehended 98
not been previously appropriated 120
not been previously articulated 51
not been previously ascertained 184
not been previously distinguished 42
not been previously distributed 56
not been previously encountered 400
not been previously entertained 41
not been previously established 697
not been previously experienced 666
not been previously interviewed 61
not been previously naturalized 58
not been previously recommended 53
not been previously represented 115
not been previously transferred 44
not been primarily responsible 151
not been radically transformed 163
not been reasonably practicable 105
not been regularly apprenticed 72
not been regularly distributed 69
not been researched extensively 214
not been routinely recommended 47
not been supported empirically 166
not been thoroughly ascertained 62
not been thoroughly assimilated 90
not been thoroughly disinfected 83
not been thoroughly established 409
not been thoroughly implemented 107
not been thoroughly neutralized 42
not been thoroughly scrutinized 49
not been uniformly distributed 236
not been uniformly implemented 74
not been uniformly interpreted 79
not been validated empirically 118
not deem themselves indifferent 78
not even virtually represented 91
not feel altogether comfortable 589
not feel especially comfortable 67
not feel perfectly comfortable 102
not feel themselves constrained 59
not feel themselves represented 42
not feel themselves responsible 143
not find important differences 61
not find ourselves embarrassed 49
not find permanent satisfaction 54
not find spiritual satisfaction 46
not find themselves comfortable 52
not find themselves represented 47
not from artificial substitutes 83
not from political organization 52
not give exclusive jurisdiction 41
not give permanent satisfaction 80
not give themselves jurisdiction 119
not give universal satisfaction 421
not have ancillary jurisdiction 56
not have antisocial personality 50
not have appellate jurisdiction 177
not have assembled offensively 80
not have automatic transmission 57
not have classical derivatives 60
not have different expectations 41
not have diversity jurisdiction 68
not have exclusive jurisdiction 1139
not have exercised jurisdiction 69
not have extensive backgrounds 65
not have functioned effectively 175
not have functioned efficiently 44
not have identical experiences 96
not have identical preferences 97
not have important implications 144
not have juridical personality 76
not have permanent settlements 84
not have personnel departments 75
not have political implications 179
not have political institutions 45
not have practical applications 101
not have practical implications 71
not have practiced infanticide 50
not have previously encountered 115
not have previously established 45
not have previously experienced 97
not have pulmonary hypertension 80
not have reasonable expectations 70
not have reasonable opportunity 48
not have reasonably anticipated 1103
not have responded differently 60
not have secondary containment 67
not have spiritual discernment 49
not have technical backgrounds 84
not have undergone significant 51
not have universal jurisdiction 49
not having ourselves experienced 96
not help instituting comparisons 104
not hold ourselves accountable 150
not hold ourselves responsible 780
not hold themselves accountable 612
not hold themselves responsible 2094
not lend themselves effectively 40
not less important politically 40
not made themselves conspicuous 41
not made themselves politically 106
not made themselves responsible 46
not make arbitrary differences 57
not make arbitrary distinctions 100
not make available photographs 51
not make equitable adjustments 99
not make important distinctions 46
not make ourselves accomplices 87
not make ourselves comfortable 50
not make ourselves independent 44
not make ourselves responsible 195
not make permanent settlements 44
not make themselves comfortable 46
not make themselves conspicuous 205
not make themselves independent 48
not make themselves responsible 177
not meet reasonable expectations 65
not mere political subdivisions 97
not need antibiotic prophylaxis 51
not omit necessary prepositions 42
not only appointed ambassadors 103
not only biological differences 40
not only biological reproduction 83
not only challenges conventional 40
not only cognitive development 69
not only commenced hostilities 61
not only different descriptions 45
not only different experiences 62
not only different individuals 78
not only eminently distinguished 44
not only eminently respectable 51
not only expressed satisfaction 44
not only extremely comfortable 45
not only extremely complicated 212
not only extremely disagreeable 44
not only extremely inefficient 40
not only extremely intelligent 98
not only extremely picturesque 48
not only important differences 74
not only important theoretically 63
not only industrial development 67
not only industrial enterprises 55
not only introduce uncertainty 68
