nag because you withdraw 154
near bayonne and defeated 59
near chaucer and spenser 221
near effecting his purpose 40
near grandma and grandpa 48
near kindred and orphans 130
near kindred for attending 81
near kinsman and natural 119
near lexington and concord 201
near maximum and minimum 48
near objects and distant 40
near objects are blurred 134
near objects are brought 288
near objects are focused 325
near perfect fit between 102
near relation was induced 95
near tripoli and benghazi 40
neat masonry and perfect 50
neat revenue that amounts 87
neon letters that spelled 41
net benefit for society 194
net capital and surplus 65
net exports and foreign 49
net exports and imports 185
net exports are assumed 80
net exports are crowded 44
net exports are exports 122
net imports and exports 491
net incomes and profits 66
net operating and capital 203
net payoffs are exactly 40
net position with respect 47
net profits and capital 75
net profits are arrived 42
net profits are divided 238
net profits are reduced 63
net profits are usually 74
net profits per hectare 55
net radiation and surface 50
net radiation was measured 52
net returns are reduced 45
net returns per hectare 1058
net revenue and profits 48
net revenue per hectare 550
net revenue with respect 66
net tighter and tighter 73
new academy was founded 59
new address for service 144
new admiral had arrived 78
new affront was carried 64
new agendas for research 69
new airport and related 133
new alliance with britain 86
new alliance with charles 74
new alliance with germany 88
new alliance with holland 43
new ambient air quality 54
new animals are brought 46
new arrival had brought 53
new arrival was greeted 152
new article for article 436
new article was adopted 48
new artists and writers 129
new attempt for redress 73
new avenues and squares 57
new avenues and streets 47
new avenues for achieving 40
new avenues for capital 66
new avenues for citizen 45
new avenues for creative 103
new avenues for dialogue 51
new avenues for exploring 188
new avenues for improving 82
new avenues for increasing 56
new avenues for inquiry 71
new avenues for marketing 97
new avenues for private 64
new avenues for research 2871
new avenues for service 66
new bacteria and viruses 96
new balance and harmony 82
new bathroom and kitchen 63
new beauties and wonders 140
new bedroom and bathroom 41
new beginning for america 137
new beginning for germany 62
new beginning for herself 73
new beginning for himself 103
new beginning for mankind 279
new beginning for western 94
new beliefs and behavior 52
new beliefs and customs 53
new beliefs and desires 146
new beliefs and rituals 60
new bishops and priests 53
new bonnets and dresses 79
new bridges and tunnels 190
new bridges and viaducts 51
new british and european 51
new british and foreign 173
new brothers and sisters 1698
new buildings and bridges 75
new buildings and buildings 50
new buildings and cellars 58
new buildings and gardens 103
new buildings and general 40
new buildings and grounds 233
new buildings and providing 41
new buildings and repairing 49
new buildings and repairs 328
new buildings and streets 189
new buildings are erected 706
new buildings are located 61
new buildings are pitiful 54
new buildings are planned 177
new buildings are usually 51
new buildings being erected 430
new buildings for schools 59
new buildings for worship 42
new buildings had appeared 40
new buildings was erected 58
new burdens are imposed 43
new cabinet with general 58
new cabinet with himself 43
new capital for himself 179
new capital has entered 42
new capital was applied 120
new capital was brought 53
new capital was erected 56
new capital was founded 339
new capital was located 100
new capital was planned 46
new capital was secured 64
new captain was plainly 49
new centers for research 41
new century for natural 76
new century had arrived 65
new century had brought 182
new century has arrived 44
new century has brought 172
new century was beginning 99
new century was ushered 124
new chamber was elected 96
new channel for peaceful 114
new channel was dredged 58
new chapter has started 41
new chapter that focuses 49
new chapter was beginning 201
new chapter was written 276
new charges are brought 43
new charred oak barrels 153
new charter for chicago 50
new charter for harvard 92
new charter was adopted 281
new charter was brought 43
new charter was drafted 96
new charter was enacted 52
new charter was granted 3603
new charter was secured 261
new classes and objects 60
new classes are defined 45
new classes are derived 52
new classes that inherit 104
new coinage was ordered 91
new college was founded 152
new command and control 866
new company are usually 44
new company for improving 51
new company had arrived 40
new company was assured 41
new company was divided 51
new company was floated 103
new company was founded 220
new company was granted 125
new company was located 44
new company was renamed 56
new company was started 81
new company with limited 42
new concept for control 65
new concept for vitreous 326
new concept has appeared 44
new concept has emerged 207
new concept has entered 52
new concept has evolved 42
new concept that emerged 43
new concept was adopted 55
new concern for quality 61
new concern has emerged 46
new concern with history 44
new concern with language 41
new congress was elected 259
new consuls and praetors 47
new content and features 131
new content and purpose 40
new content that governs 50
new context for research 104
new convent was erected 63
new coroner and justice 75
new council for national 65
new council was elected 448
new country and because 45
new country and culture 397
new country and decided 45
new country and language 71
new country and settled 42
new country and society 49
new country and western 77
new country are familiar 51
new country can possess 71
new country for himself 62
new country has emerged 44
new country was founded 61
new country was settled 45
new courage and endeavor 45
new courses and research 58
new courses are offered 74
new courses being offered 89
new courses for teachers 43
new criteria for assessing 202
new criteria for selecting 101
new criteria for success 131
new crusade was preached 250
new culture and country 123
new culture and develop 44
new culture and economy 46
new culture and language 677
new culture and religion 136
new culture and society 376
new culture had emerged 44
new culture has emerged 83
new culture that emerged 50
new customs and beliefs 143
new customs and fashions 52
new customs and language 45
new customs and manners 281
new customs and rituals 60
new defense for himself 48
new demands and desires 42
new demands and markets 44
new demands for capital 382
new demands for federal 65
new demands for freedom 72
new demands for justice 410
new demands for medical 48
new demands for national 67
new demands for quality 92
new demands for research 131
new demands for service 372
new demands for skilled 58
new demands for workers 68
new designs and features 98
new designs for schools 43
new desires and demands 81
new desires are aroused 65
new destiny for himself 43
new devices and designs 88
new devices and gadgets 40
new devices and physics 129
new devices and systems 294
new devices are brought 83
new devices for improving 43
new devices for increasing 60
new dignity and freedom 107
new dignity and reserve 50
new dignity and respect 110
new doctors and lawyers 54
new dresses and bonnets 136
new dresses and jewelry 55
new dresses and pressed 111
new dresses for herself 150
new dynasty was founded 377
new dynasty with himself 83
new economy and culture 127
new economy and society 376
new economy has brought 54
new edifice was erected 491
new editions are printed 62
new efforts for religion 53
new election for members 142
new election was ordered 1002
new element had appeared 197
new element had emerged 65
new element had entered 1207
new element has appeared 168
new element has emerged 72
new element has entered 755
new element not present 53
new element now entered 100
new element that blended 60
new element that entered 75
new element was brought 149
new element was infused 131
new element was limited 53
new element was present 159
new emotions and desires 41
new emotions and thoughts 48
new emperor and empress 701
new emperor was crowned 110
new emperor was elected 116
new enemies and unknown 67
new ensigns and pennons 67
new entries and updates 94
new exports and imports 66
new express bus service 45
new exterior and interior 186
new fabrics and designs 54
new factions and parties 47
new factors are brought 46
new factors are present 45
new factors had appeared 94
new factors had emerged 105
new factors had entered 183
new factory for producing 59
new factory was erected 146
new factory was located 73
new factory was planned 41
new factory was started 85
new features and content 116
new features and details 40
new features and support 51
new features and updates 47
new features are brought 47
new features are covered 49
new features are present 53
new features not present 104
new features that enhance 104
new features that improve 79
new features that increase 43
new features that provide 60
new features that require 73
new features with respect 45
new federal aid program 46
new federal death penalty 64
new federal law against 46
new federal law requiring 92
new financing and refunding 120
new foreign aid program 237
new foreign and defense 48
new formats for dyslexia 688
new formula for computing 159
new formula for revenue 113
new formula for success 141
new formula was adopted 103
new formula was devised 143
new formula was evolved 51
new fortune for himself 64
new freedom and dignity 108
new freedom and variety 41
new freedom has brought 57
new friends and adjusting 159
new friends and brothers 48
new friends and develop 186
new friends and enemies 144
new friends and enjoyed 103
new friends and everything 115
new friends and exploring 40
new friends and patrons 101
new friends and perhaps 78
new friends and renewed 224
new friends and started 95
new friends and stranger 156
new friends and support 43
new friends and teachers 80
new friends and visited 42
new friends for himself 41
new friends with similar 165
new furnace was erected 50
new gadgets and devices 47
new gallery was erected 93
new gaskets and tighten 140
new glories and augment 49
new grasses and legumes 73
new grounds and buildings 75
new grounds are alleged 52
new grounds for attacking 44
new grounds for believing 60
new grounds for decision 91
new grounds for divorce 350
new harvest was brought 54
new highway and transit 67
new highway was planned 43
new history was written 48
new husband for herself 50
new ideology and culture 85
new impetus and urgency 60
new impetus for european 76
new impetus for research 64
new interior and exterior 218
new invasion and foreign 141
new ireland has started 45
new journal was founded 67
new journal was started 78
new kitchen and bathroom 239
new language and adjusting 79
new language and country 43
new language and culture 1871
new language and customs 262
new language and imagery 88
new language and religion 99
new language for himself 154
new language has emerged 60
new laurels for himself 50
new lessons for mortals 54
new letters and memoirs 51
new liberal and national 71
new library was erected 95
new license was granted 61
new location was secured 60
new location you specify 78
new loyalty was stirred 63
new machine and tractor 68
new machine can produce 60
new machine for producing 43
new manager was brought 110
new manners and customs 489
new manners being grafted 86
new marketing and product 114
new markets and achieve 42
new markets and attract 46
new markets and brought 41
new markets and clients 47
new markets and compete 41
new markets and demands 50
new markets and develop 259
new markets and expanding 204
new markets and exploit 61
new markets and improve 102
new markets and improving 43
new markets and increase 477
new markets and increasing 170
new markets and marketing 212
new markets and outlets 161
new markets and product 142
new markets and profits 221
new markets and promote 51
new markets and promoting 50
new markets and provide 114
new markets and providing 51
new markets and sources 1271
new markets and spheres 50
new markets are entered 61
new markets for african 63
new markets for america 66
new markets for british 1508
new markets for canadian 157
new markets for capital 103
new markets for chinese 68
new markets for creative 233
new markets for current 103
new markets for egyptian 618
new markets for european 278
new markets for expanding 49
new markets for exports 312
new markets for farmers 114
new markets for foreign 130
new markets for mexican 53
new markets for natural 56
new markets for private 57
new markets for produce 105
new markets for southern 44
new markets for surplus 401
new markets for tobacco 48
new markets for western 265
new markets that require 45
new marriage and divorce 175
new marriage for himself 52
new marshal sam zachary 99
new material and develop 43
new material and material 116
new material and process 97
new material and studied 45
new material for research 55
new material has appeared 261
new material has emerged 62
new material not covered 69
new material was brought 97
new material was written 46
new material with material 43
new maximum and minimum 167
new measures are adopted 92
new measures for improving 59
new measures for increasing 65
new measures for promoting 46
new melodic and rhythmic 131
new members and collect 67
new members and increase 100
new members and increasing 44
new members and members 46
new members and priests 72
new members and provide 96
new members and providing 103
new members and retaining 68
new members and support 57
new members are allowed 101
new members are brought 242
new members are elected 460
new members are invited 139
new members are trained 40
new members are usually 131
new members are welcome 44
new members being elected 101
new members for society 55
new members had entered 55
new members thus elected 100
new members who entered 64
new members who flocked 44
new message and address 171
new message has arrived 168
new minimum and maximum 301
new monarch was crowned 72
new monarch was saluted 99
new monarch was ushered 112
new mosques and schools 41
new motives and desires 40
new motives for exertion 317
new national and foreign 68
new national and imperial 44
new national and regional 464
new national art gallery 84
new national oil company 97
new national war college 57
new natural law theorists 321
new northern and southern 47
new northern and western 95
new offices are located 73
new opinions and beliefs 41
new opinions had against 88
new outfits for herself 40
new outlets and markets 57
new outlets for british 141
new outlets for capital 431
new outlets for creative 72
new outlets for exports 61
new outlets for surplus 194
new palaces and temples 86
new parents and parents 77
new parties and factions 67
new parties are brought 88
new parties that emerged 96
new passage that offered 122
new passions and desires 147
new passions for daytime 56
new pathways for research 60
new patient had arrived 46
new patient was brought 112
new pattern had emerged 89
new pattern has emerged 230
new pattern that emerged 51
new persona for herself 50
new persona for himself 95
new persons and untried 57
new picture has emerged 60
new picture that emerges 43
new pleasure and delight 50
new pleasure are perused 248
new pontiff was elected 82
new portent had appeared 48
new position for herself 71
new position for himself 177
new position for several 56
new position sat lightly 67
new position was assumed 66
new position was offered 50
new position with respect 442
new potatoes and carrots 109
new potatoes with parsley 194
new preface and updated 54
new priests and bishops 52
new private and foreign 102
new problem for himself 48
new problem for solution 56
new problem had emerged 71
new problem has appeared 75
new problem has emerged 205
new problem was beginning 54
new process and product 723
new process for obtaining 149
new process for preparing 152
new process for producing 699
new process for selecting 50
new process was adopted 71
new process was started 55
new product and develop 59
new product and marketing 426
new product and packaging 49
new product and process 4797
new product and product 245
new product and service 5057
new product and similar 52
new product are usually 50
new product can provide 48
new product for several 42
new product may involve 51
new product may require 253
new program for beginning 79
new program for improving 44
new program may require 43
new program was adopted 158
new program was started 132
new program was written 87
new project for factory 55
new project team members 79
new project was adopted 43
new project was brought 41
new project was planned 40
new project was started 192
new prophet had appeared 58
new purpose and utterly 52
new records are entered 57
new records are written 51
new regional and national 225
new releases and classic 289
new releases and updates 60
new releases and versions 50
new religion and culture 204
new religion for himself 138
new religion had appeared 111
new religion had brought 40
new religion had entered 53
new religion was adopted 79
new religion was brought 91
new religion was carried 98
new religion was founded 107
new religion was imposed 44
new religion was preached 69
new religion was revealed 57
new request for service 70
new research and product 51
new research and studies 58
new research has appeared 61
new research has emerged 54
new research has focused 71
new research has revealed 139
new respect and dignity 43
new respect and sympathy 44
new respect for african 104
new respect for america 43
new respect for herself 51
new respect for himself 185
new respect for science 64
new respect for teachers 40
new results are derived 65
new results with respect 48
new revised and updated 50
new rhythmic and melodic 83
new rituals and beliefs 45
new rituals and symbols 78
new saddles and bridles 171
new scenery and dresses 90
new scenery was painted 53
new schemes and devices 59
new schemes and rejecting 187
new schemes for improving 54
new schemes for increasing 80
new schools and classes 80
new schools and clinics 112
new schools and courses 47
new schools and improving 47
new schools and provide 47
new schools and teachers 138
new schools are planned 53
new schools are started 52
new science and culture 42
new science has emerged 51
new science that studies 65
new science was founded 45
new science with religion 59
new sections for sections 154
new seedlings are planted 41
new service and product 137
new service being offered 105
new service was started 59
new sheriff was elected 49
new shrines and temples 58
new sisters and brothers 174
new society and culture 620
new society and economy 241
new society had emerged 106
new society has emerged 109
new society that emerged 134
new society was beginning 43
new society was carried 62
new society was founded 217
new society was started 52
new sources for financing 110
new sources for obtaining 43
new southeast asia command 110
new southern and western 77
new species and failure 45
new species and hybrids 71
new species and records 155
new species and remarks 53
new species and several 101
new species and strains 187
new species are brought 53
new species are derived 60
new species are evolved 55
new species can develop 43
new species for science 57
new species had appeared 176
new species had emerged 47
new species had evolved 53
new species has appeared 72
new species has emerged 41
new species has evolved 109
new species may develop 58
new species now intends 82
new species that appeared 48
new species that evolved 45
new species this species 258
new squares and streets 153
new stature and dignity 76
new statute was adopted 107
new statute was enacted 299
new stories and legends 42
new strains and species 56
new strains and tensions 154
new streets and avenues 514
new streets and bridges 77
new streets and buildings 727
new streets and squares 969
new streets are spacious 95
new studies and reports 44
new studies and research 110
new studies are beginning 50
new subject for research 74
new subject was brought 82
new subject was started 47
new supreme war council 137
new symbols and devices 44
new symbols and rituals 120
new symbols are defined 56
new symptom had appeared 47
new systems and devices 119
new systems are planned 44
new systems that provide 41
new taxation was imposed 96
new teachers and friends 41
new teachers and mentors 93
new teachers and student 52
new teachers and support 41
new teachers and teachers 148
new teachers are trained 58
new teachers had hitherto 148
new temples and palaces 142
new temples and repairing 54
new temples and shrines 84
new thoughts and beliefs 106
new thoughts and creative 41
new thoughts and desires 260
new thoughts and emotions 360
new thoughts and fancies 106
new thoughts and opinions 52
new treasure for carroll 100
new treaties with foreign 62
new trooper was mounted 49
new tunnels and bridges 50
new uniform for himself 42
new uniform was adopted 47
new venture was started 117
new versions and releases 73
new versions are released 389
new vessels and fibrous 69
new vessels are fragile 65
new vessels are present 73
new viceroy had arrived 48
new village was founded 145
new village was located 44
new viruses and bacteria 281
new viruses are released 222
new voltage and current 50
new weaponry and tactics 49
new weights and measures 2236
new western and northern 54
new western and southern 131
new wonders and beauties 233
new wonders and glories 49
new workers are brought 61
new workers are trained 92
new workers who entered 50
new writers and artists 449
new writers and thinkers 69
new writers are following 63
new writers who appeared 56
new writers who emerged 43
nor abandon for absence 41
nor abridge his liberty 149
nor admitting any persons 44
nor altered his position 41
nor because they believe 53
nor because they dislike 42
nor because you attempt 98
nor believing that anybody 113
nor between men endowed 78
nor britain can achieve 48
nor brothers and sisters 141
nor brothers nor sisters 154
nor carroll had noticed 40
nor castles bee erected 68
nor charity nor justice 50
nor comrade with comrade 138
nor counsel may comment 71
nor declare war against 121
nor desired any religion 47
nor ecstasy for oneself 63
nor exacted her promise 141
nor exceeding one hundred 335
nor exceeding one thousand 111
nor exceeding ten thousand 47
nor exceeding two hundred 65
nor exchange for pottage 91
nor execute this command 115
nor express any concern 82
nor freedom with slavery 43
nor grieves nor desires 45
nor gripped nor grasped 57
nor imagine that because 52
nor implied that measures 117
nor implies any consent 71
nor infidel nor devotee 80
nor justice can support 46
nor language nor customs 55
nor language nor religion 42
nor perhaps his ingenuity 54
nor perhaps that between 52
nor persist with justice 59
nor politic nor popular 45
nor position nor comfort 73
