near nothing when considered 55
net cash flow discounted 52
net cash flow projections 59
net gain from immigration 213
net worth plus consumption 107
new acts were introduced 46
new areas into cultivation 155
new areas were discovered 48
new arts were introduced 41
new cars were introduced 60
new cars were registered 89
new cell wall components 53
new data base management 95
new data mining techniques 49
new drug into interstate 64
new fast food restaurant 108
new gods were introduced 49
new health care facilities 309
new health care information 51
new health care initiatives 40
new health care legislation 70
new health care technology 293
new high tech industries 73
new ideas into circulation 60
new ideas into government 43
new ideas into marketable 79
new ideas into traditional 75
new ideas were considered 64
new ideas were constantly 90
new ideas were encouraged 58
new ideas were formulated 65
new ideas were introduced 900
new ideas were propagated 48
new land into cultivation 3240
new laws were discovered 54
new laws were instituted 42
new laws were introduced 538
new laws were proclaimed 127
new life into literature 131
new life into traditional 255
new line from silhouette 125
new meaning when considered 147
new media were introduced 43
new name more accurately 88
new ones more appropriate 155
new ones very frequently 45
new ones were constantly 414
new ones were discovered 272
new ones were immediately 40
new ones were instituted 91
new ones were introduced 812
new ones were undertaken 43
new ones when appropriate 46
new ones will constantly 50
new rays were constantly 43
new rule will immediately 61
new songs were introduced 89
new trial upon principles 42
new truth means ultimately 44
new uses were discovered 93
new west bank settlement 58
nod their heads vertically 101
nod their heads vigorously 70
nor davy have decomposed 107
nor envy their possessions 170
nor feel much interested 55
nor from their successors 42
nor mary bold understood 56
nor need their sentiments 42
nor omit their courtesies 46
nor other such invaluable 44
nor pity their distresses 118
nor such even complexions 78
nor were ever incommoded 159
nor were their activities 89
nor were their oppressions 67
nor were there facilities 57
nor were there indications 108
nor were there sufficient 235
nor were these sentiments 55
nor when those characters 50
not acting more decisively 218
not acting more forcefully 60
not acting more vigorously 54
not also have sufficient 43
not among those communists 62
not among those considered 103
not among those enumerated 1146
not among those identified 50
not among those originally 62
not among those sovereigns 45
not asking what historical 57
not avow their sentiments 55
not away your confidence 486
not awed into forbearance 41
not base their activities 54
not base their assessment 246
not base their conclusions 180
not base their consumption 45
not base their investment 67
not been able absolutely 57
not been able accurately 93
not been able adequately 241
not been able completely 578
not been able definitely 84
not been able immediately 64
not been able personally 178
not been able positively 97
not been done accurately 42
not been done adequately 197
not been done beforehand 75
not been done completely 44
not been done explicitly 48
not been done frequently 47
not been done heretofore 150
not been duly appreciated 796
not been duly celebrated 40
not been duly considered 1655
not been duly cultivated 82
not been duly emphasized 72
not been duly instructed 43
not been duly prosecuted 50
not been duly recognized 390
not been duly registered 386
not been early accustomed 444
not been even approached 44
not been even considered 72
not been even moderately 44
not been from compulsory 69
not been full disclosure 59
not been giving sufficient 71
not been good predictors 62
not been half sanctified 83
not been held applicable 63
not been held conclusive 67
not been held sufficient 100
not been here considered 45
not been hurt physically 53
not been idle spectators 61
not been into fashionable 41
not been kept adequately 52
not been kept constantly 43
not been kept separately 42
not been left completely 104
not been left unaffected 89
not been left unattended 64
not been left unfinished 62
not been left unimproved 68
not been left uninformed 78
not been left unprovided 49
not been left unrecorded 55
not been less industrious 77
not been less prejudicial 219
not been less remarkable 177
not been less successful 204
not been living experience 57
not been lost completely 115
not been made absolutely 77
not been made accessible 392
not been made acquainted 1522
not been made adequately 109
not been made applicable 851
not been made articulate 40
not been made beforehand 97
not been made completely 195
not been made compulsory 861
not been made conditional 91
not been made convincingly 41
not been made defendants 71
not been made explicitly 127
not been made heretofore 105
not been made immediately 59
not been made impossible 141
not been made obligatory 235
not been made operational 114
not been made productive 40
not been made punishable 49
not been made sufficient 42
not been many complaints 73
not been many generations 65
not been many successful 81
not been many systematic 42
not been mere spectators 42
not been more accurately 100
not been more adequately 106
not been more aggressive 195
