net assets are reclassified 77
net income and consequently 56
net income and consolidated 690
net income and shareholders 320
net income and stockholders 287
net income not attributable 103
net income was insufficient 43
new actions and interventions 45
new agency for international 537
new agenda for international 57
new aspect and significance 73
new authors and illustrators 126
new avenue for investigation 43
new building was sufficiently 62
new center for international 143
new changes and developments 89
new changes and modifications 276
new cities had successively 123
new claims for unemployment 659
new crisis was precipitated 82
new dangers and difficulties 233
new demand for agricultural 160
new demand for manufactured 70
new desire for independence 60
new device for consideration 51
new doubts and difficulties 103
new edition with illustrations 102
new energy and determination 166
new engines and transmissions 62
new events and developments 85
new fields for investigation 253
new findings and developments 76
new findings and perspectives 52
new forces yet undetermined 120
new friend was benevolently 46
new genius and environments 73
new groups and organizations 203
new growths and inflammatory 71
new hotels and condominiums 63
new inputs and technologies 60
new issues and developments 72
new issues and perspectives 81
new issues are underwritten 61
new issues for consideration 109
new issues for investigation 46
new leaders and organizations 68
new market for agricultural 110
new market for manufactured 59
new matter and illustrations 56
new matter and modifications 65
new matter for consideration 70
new matter for contemplation 65
new matter not inconsistent 85
new medium for communication 228
new member had triumphantly 44
new methods and contrivances 59
new methods and developments 86
new methods and improvements 214
new methods and modifications 73
new methods and organizations 42
new methods and perspectives 149
new methods and technologies 1120
new methods are continuously 48
new methods for characterizing 42
new methods for investigation 60
new methods for quantitative 47
new models and methodologies 62
new models and technologies 58
new nations that acknowledged 94
new options and alternatives 176
new options and capabilities 40
new plants and improvements 48
new plants and installations 45
new plants and technologies 42
new points for consideration 69
new policy and institutional 80
new policy for international 57
new powers and capabilities 54
new powers and prerogatives 53
new proofs and illustrations 68
new regime for international 48
new regime was consolidated 200
new rights and entitlements 238
new rights and prerogatives 51
new school and neighborhood 67
new skills and capabilities 737
new skills and competencies 2535
new skills and independence 43
new skills and perspectives 298
new skills and relationships 85
new skills and technologies 530
new skills and understandings 410
new spaces for participation 59
new spirit and determination 102
new strength and determination 261
new strength and independence 67
new strength and significance 51
new system was successfully 42
new tables and illustrations 385
new theories and experimental 60
new theories and methodologies 481
new theories and perspectives 86
new theories and philosophies 69
new theories and technologies 177
new thermal and hydroelectric 49
new topics for investigation 72
new trades and manufactures 50
new trends and developments 909
new trends and technologies 163
new values and perspectives 117
new values and relationships 71
new values and technologies 93
new values are incorporated 93
new vistas and perspectives 54
new voices and perspectives 141
new weapons and technologies 145
new weight and consideration 55
new weight and significance 64
nor assume any indebtedness 52
nor endure any contradiction 89
nor indeed any circumstance 70
nor indeed any considerable 50
nor permit any interference 80
nor should any consideration 120
nor should any disciplinary 94
nor status nor intellectual 58
nor strength nor circumstance 138
nor without due consideration 208
not absorb any considerable 68
not absurd and inconsistent 66
not accept any consideration 62
not accept any contributions 57
not accept any interference 208
not accept any international 67
not accept any justification 46
not accept any preconditions 56
not accept his protestations 41
not accept its consequences 42
not accept them uncritically 110
not accept this justification 61
not accept with indifference 64
not accord with contemporary 246
not accord with institutional 64
not accord with international 64
not admire him sufficiently 48
not affect any experimental 40
not affect any international 81
not affect his determination 115
not affect his independence 57
not affect his intellectual 43
not affect his superstitious 127
not affect its availability 87
not affect its determination 41
not affect its independence 95
not affect its international 84
not affect its negotiability 561
not affect its significance 47
