name also designates the 66
name came immediately to 65
name duly registered in 45
name from flowerbeds or 56
name from republican to 44
name into prominence in 70
name made illustrious by 115
name more acceptable to 45
name more appropriate to 345
name more expressive of 139
name more indicative of 43
name more suggestive of 55
name most appropriate to 115
name must correspond to 426
name sets orthography at 52
name some individual of 40
name such arbitrator or 87
name their experience of 57
name used internally by 72
name very appropriate to 78
name very expressive of 42
name well calculated to 46
name were introduced by 43
name were sufficient to 74
name will contribute to 80
name will correspond to 138
name will eventually be 119
name will frequently be 45
name will inevitably be 45
name will ultimately be 83
naming such arbitrator or 70
nave been accustomed to 42
navy from dependence on 45
neck more gracefully in 46
need clear definitions of 162
need clear statements of 86
need full information on 50
need give yourselves no 98
need good information on 259
need good information to 115
need great imagination to 41
need great quantities of 621
need have absolutely no 236
need heavy investment in 50
need help interpreting the 77
need here illustrate by 86
need high stimulants to 44
need huge quantities of 188
need less information to 58
need many repetitions of 40
need more assistance in 836
need more assistance to 116
need more background in 62
need more background on 103
need more confidence in 253
need more discipline in 150
need more experience in 720
need more experience of 189
need more experience or 55
need more experience to 109
need more explanation of 107
need more explanation or 169
need more imagination of 98
need more incentives to 103
need more information as 305
need more information at 84
need more information if 106
need more information in 668
need more information of 51
need more information on 9833
need more information or 1987
need more information so 99
need more information to 5188
need more instruction in 366
need more instruction on 376
need more investment in 91
need more preparation in 61
need more stimulation in 91
need more stimulation to 159
need more supervision in 54
need more volunteers to 63
need much assistance in 247
need much clumsiness on 47
need much experience in 77
need much experience of 147
need much experience to 168
need much explanation of 52
need much imagination to 3530
need much inducement to 83
need much information to 78
need much instruction in 90
need much penetration to 156
need much provocation to 65
need nice capacities to 40
need only appropriate the 104
need only contribute to 104
need only correspond to 103
need only experience the 135
need only generalize the 86
need only interchange the 129
need only reconsider the 43
need only substitute in 151
need only substitute the 1338
need only supplement the 91
need only transcribe the 110
need only understand the 1322
need other information to 151
need other mechanisms to 52
need other techniques to 48
need root privileges to 209
need some adjustment if 42
need some adjustment in 113
need some adjustment to 181
need some appreciation of 100
need some assessment of 91
need some assistance at 99
need some assistance in 2826
need some assistance on 69
need some assistance or 57
need some assistance to 776
need some background in 250
need some background on 374
need some background to 92
need some combination of 478
need some definitions of 52
need some description of 97
need some excitement in 108
need some experience in 392
need some experience of 127
need some experience to 97
need some explanation as 154
need some explanation if 93
need some explanation in 188
need some explanation is 44
need some explanation of 552
need some explanation or 128
need some explanation to 94
need some guidelines on 71
need some guidelines to 178
need some imagination to 57
need some inducement to 56
need some information as 48
need some information in 92
need some information on 1851
need some information or 63
need some information to 235
need some inspiration to 62
need some instruction in 503
need some instruction on 81
need some orientation to 163
need some preparation in 44
need some preparation to 45
need some principles of 40
need some principles to 49
need some properties of 76
need some recognition of 46
need some strategies to 91
need some suggestions on 43
need some volunteers to 144
need such assistance as 214
need such assistance in 111
need such assistance to 161
need such information as 94
need such information if 44
need such information in 357
need such information to 657
need take cognizance of 42
need their assistance in 236
need their assistance or 40
need their assistance to 120
need their cooperation in 101
need their cooperation to 114
need three volunteers to 50
need vast quantities of 249
need work wherewithal to 48
need your application to 106
need your assistance as 45
need your assistance in 975
need your assistance on 93
need your assistance to 493
need your commitment to 62
need your cooperation in 257
need your cooperation on 46
need your cooperation to 413
need your experience in 40
need your information to 56
nets were introduced by 70
nets were introduced in 129
