nay even for homicide 63
near home that minister 51
near iron ore deposits 65
near losing his situation 63
near noon and midnight 52
near rome and florence 47
near ruin and disgrace 42
near their own frontier 102
near their own property 40
near their own quarters 50
near their own villages 550
near their raw materials 158
near unto our shuddering 58
near what had formerly 41
near what was formerly 74
near what was probably 107
neat beard and mustache 102
neon sign with electric 97
net from his shoulder 109
net into his opponent 50
net loss has occurred 155
net loss was incurred 97
net over her shoulder 93
net over his shoulder 770
net rent and interest 96
net sown area increased 323
net upon his shoulder 101
net worth and business 79
net worth and financial 393
net worth and personal 52
net worth and therefore 183
net worth for purposes 260
net worth had declined 41
net worth had increased 248
net worth has declined 64
net worth has decreased 69
net worth has increased 392
net worth that consists 41
net worth was increased 50
net worth was negative 114
net worth was probably 45
net worth was reported 47
new aims and purposes 155
new aims for education 43
new ally was acquired 56
new alms and bounties 46
new areas and developing 44
new areas and problems 40
new areas and products 81
new areas are developing 41
new areas are explored 72
new areas for economic 107
new areas for expansion 157
new areas for possible 67
new areas for potential 79
new arms and military 63
new arms for achilles 47
new army and perfecting 45
new army was composed 53
new arts and cultural 50
new arts and sciences 764
new asian and hispanic 42
new axes are parallel 78
new baby and develops 79
new baby was expected 253
new band was observed 51
new base for economic 51
new base for supplies 46
new bell was procured 59
new bill for preventing 54
new bill was approved 41
new bill was designed 68
new bill was prepared 190
new bill was proposed 70
new bill was reported 153
new bill was therefore 61
new birth and christian 111
new birth and salvation 85
new boat was launched 78
new body was composed 116
new body was designed 56
new body was intended 47
new bond and mortgage 94
new bone and cementum 170
new bone was observed 76
new bone was produced 45
new book and pamphlet 41
new book for children 199
new book for everyone 59
new book has recently 43
new book was finished 65
new buds and blossoms 103
new buds and branches 46
new call for recruits 43
new camp was situated 45
new canoe was launched 41
new cars are designed 52
new cars are equipped 150
new cars are required 54
new cart was finished 66
new case has occurred 42
new case was reported 47
new city was designed 65
new city was formally 53
new city was situated 139
new coat and breeches 66
new coat and trousers 108
new code was accepted 43
new code was prepared 66
new data and analysis 204
new data and concepts 225
new data and evidence 56
new data and improved 62
new data and insights 331
new data and programs 65
new data are acquired 234
new data are compared 85
new data are forthcoming 58
new data are included 74
new data are inserted 54
new data are observed 53
new data are obtained 407
new data are produced 79
new data are provided 65
new data are received 195
new data are recorded 108
new data are reported 90
new data are required 113
new data for analysis 48
new data set containing 74
new data set contains 44
new data was obtained 67
new date for elections 60
new dawn for humanity 120
new debt and interest 66
new debt was incurred 73
new deed and mortgage 62
new deed was executed 84
new depth and dimension 205
new depth and direction 50
new depth and maturity 65
new depth and richness 194
new depth and vitality 60
new diet and exercise 443
new diet that promises 42
new drug for arthritis 145
new drug for treatment 202
new duty now devolved 79
new earthy and metallic 51
new eggs are produced 72
new face and identity 57
new face had recently 71
new fact not mentioned 81
new faith and enthusiasm 41
new faith and practice 162
new faith and restored 51
new faith and returned 47
new faith was accepted 134
new faith was destined 45
new faith with enthusiasm 45
new fast mri sequence 63
new file that contains 319
new fire was believed 42
new fire was obtained 59
new fish and wildlife 94
