near full employment situation 92
near their respective capitals 52
new city technology colleges 97
new drug application approved 91
new high technology industry 49
new high technology products 148
new high technology ventures 83
new land reclamation projects 51
new land settlement projects 45
new risk management products 46
new theory propounded continue 105
nor their agreements respecting 50
not asking embarrassing questions 41
not been absolutely demanded 48
not been absolutely excluded 47
not been absolutely feminine 49
not been absolutely verified 47
not been accurately analyzed 40
not been accurately assessed 244
not been accurately computed 54
not been accurately diagnosed 68
not been accurately examined 170
not been accurately informed 45
not been accurately observed 255
not been accurately recorded 172
not been accurately reported 126
not been accurately surveyed 209
not been adequately absorbed 48
not been adequately achieved 133
not been adequately adjusted 51
not been adequately analyzed 678
not been adequately answered 837
not been adequately apprised 101
not been adequately assessed 1563
not been adequately attended 112
not been adequately captured 129
not been adequately compared 98
not been adequately conveyed 60
not been adequately defended 79
not been adequately designed 91
not been adequately diagnosed 82
not been adequately directed 49
not been adequately educated 181
not been adequately enforced 216
not been adequately equipped 183
not been adequately examined 1510
not been adequately excluded 46
not been adequately explored 4143
not been adequately factored 42
not been adequately financed 66
not been adequately followed 138
not been adequately included 76
not been adequately informed 1448
not been adequately involved 129
not been adequately mastered 43
not been adequately nurtured 48
not been adequately observed 94
not been adequately prepared 3790
not been adequately promoted 51
not been adequately provided 502
not been adequately punished 79
not been adequately recorded 277
not been adequately repaired 49
not been adequately replaced 159
not been adequately reported 248
not been adequately resolved 938
not been adequately reviewed 138
not been adequately rewarded 479
not been adequately screened 69
not been adequately stressed 266
not been adequately supplied 73
not been adequately surveyed 272
not been adequately utilized 277
not been adequately verified 188
not been appreciably affected 310
not been appreciably improved 72
not been appreciably increased 105
not been appreciably modified 93
not been approached directly 80
not been chemically analyzed 80
not been clinically diagnosed 51
not been completely absorbed 495
not been completely accepted 431
not been completely accurate 129
not been completely achieved 408
not been completely analyzed 491
not been completely answered 465
not been completely arrested 53
not been completely assessed 130
not been completely attained 158
not been completely banished 76
not been completely consumed 137
not been completely convincing 62
not been completely deprived 60
not been completely deserted 135
not been completely detached 119
not been completely digested 79
not been completely disposed 103
not been completely eclipsed 48
not been completely effected 163
not been completely examined 131
not been completely excluded 331
not been completely executed 91
not been completely expelled 166
not been completely explored 607
not been completely finished 270
not been completely followed 87
not been completely forthcoming 134
not been completely inactive 46
not been completely informed 103
not been completely innocent 44
not been completely isolated 393
not been completely mastered 147
not been completely negative 43
not been completely oblivious 50
not been completely obscured 41
not been completely occupied 50
not been completely original 89
not been completely overcome 735
not been completely oxidized 118
not been completely pacified 76
not been completely positive 54
not been completely prepared 56
not been completely purified 157
not been completely reformed 45
not been completely rejected 172
not been completely relieved 83
not been completely repaired 128
not been completely replaced 376
not been completely resolved 2629
not been completely restored 443
not been completely reversed 86
not been completely satisfying 53
not been completely silenced 127
not been completely smothered 87
not been completely stripped 85
not been completely surveyed 147
not been completely uprooted 167
not been completely utilized 44
not been completely verified 144
not been conclusive evidence 59
not been configured properly 88
not been confronted directly 45
not been consciously designed 142
not been considered adequate 146
not been considered dangerous 76
not been considered directly 73
not been considered eligible 106
not been considered entirely 76
not been considered essential 300
not been considered possible 330
not been considered properly 63
not been considered relevant 239
not been considered seriously 689
not been considered suitable 372
not been constantly occupied 103
not been constantly reminded 46
not been convincingly answered 53
not been critically analyzed 102
not been critically assessed 165
not been critically examined 802
not been critically reviewed 84
not been decisively answered 63
not been decisively resolved 43
not been definitely accepted 73
not been definitely answered 258
not been definitely assigned 158
not been definitely excluded 130
not been definitely isolated 268
not been definitely observed 267
not been definitely recorded 115
not been definitely rejected 49
not been definitely reported 70
not been definitely resolved 195
not been determined directly 437
not been diligently observed 57
not been discovered anywhere 117
not been distinctly informed 85
not been distinctly mentioned 45
not been documented properly 41
not been duplicated anywhere 76
not been eliminated entirely 290
not been emotionally involved 131
not been emotionally prepared 44
not been eradicated entirely 49
not been essentially affected 65
not been essentially improved 64
not been essentially modified 183
not been explicitly accepted 47
not been explicitly analyzed 48
not been explicitly assigned 92
not been explicitly declared 140
not been explicitly designed 64
not been explicitly examined 164
not been explicitly excluded 57
not been explicitly explored 44
not been explicitly included 357
not been explicitly mentioned 633
not been explicitly provided 104
not been explicitly referred 73
not been explicitly reported 52
not been formulated properly 45
not been frequently detained 119
not been frequently employed 85
not been frequently mentioned 42
not been frequently observed 123
not been frequently produced 65
not been frequently reported 165
not been grievously deceived 46
not been heretofore adjudged 44
not been heretofore mentioned 86
not been heretofore observed 44
not been heretofore reported 43
not been identified anywhere 53
not been identified directly 50
not been identified properly 62
not been immediately accepted 50
not been immediately affected 41
not been immediately answered 60
not been immediately apparent 236
not been immediately followed 125
not been immediately forthcoming 52
not been implicated directly 93
not been influenced directly 61
not been injuriously affected 94
not been instructed concerning 70
not been instructed otherwise 40
not been instructed properly 50
not been intimately involved 310
not been introduced anywhere 56
not been introduced properly 42
not been judiciously selected 42
not been maintained properly 283
not been negatively affected 208
not been ordinarily resident 205
not been originally designed 145
not been originally destined 46
not been originally included 79
not been originally intended 302
not been overlooked entirely 42
not been personally affected 154
not been personally attacked 80
not been personally examined 106
not been personally involved 838
not been personally resisted 63
not been personally summoned 49
not been personally verified 84
not been physically attacked 52
not been physically involved 43
not been positively directed 96
not been prodigally expended 78
not been profoundly affected 320
not been profoundly modified 84
not been recognized anywhere 67
not been referenced recently 88
not been registered anywhere 57
not been registered pursuant 57
not been rigorously analyzed 76
not been rigorously assessed 128
not been rigorously compared 68
not been rigorously enforced 241
not been rigorously examined 342
not been rigorously excluded 223
not been rigorously explored 84
not been rigorously followed 70
not been rigorously observed 44
not been rigorously verified 44
not been sedulously employed 61
not been separately analyzed 50
not been separately assessed 81
not been separately mentioned 94
not been separately recorded 62
not been stimulated thereunto 50
not been successful anywhere 57
not been sufficient attention 204
not been sufficient emphasis 87
not been sufficient evidence 278
not been sufficient interest 48
not been sufficient pressure 41
not been sufficient progress 72
not been terminated pursuant 54
not been translated recently 53
not been understood properly 189
not been vaccinated recently 46
not been vigorously enforced 233
not break diplomatic relations 361
not call particular attention 47
not call yourselves lutherans 173
not cure rheumatoid arthritis 86
not draw conclusions concerning 116
not draw particular attention 118
not draw sufficient attention 66
not even accurately describe 57
not even adequately describe 69
not even admissible evidence 65
not even conclusive evidence 45
not even consciously consider 53
not even consciously remember 52
not even considered citizens 75
not even considered possible 136
not even considered relevant 59
not even considered seriously 72
not even explicitly mentioned 120
not even government officials 45
not even originally intended 45
not even physically possible 110
not even understand yourself 102
not feel adequately equipped 67
not feel adequately informed 103
not feel adequately prepared 900
not feel completely accepted 74
not feel completely helpless 54
not feel completely isolated 44
not feel completely reassured 52
not feel emotionally attached 65
not feel emotionally involved 76
not feel immediately threatened 114
not feel personally affected 51
not feel personally attacked 95
not feel personally involved 241
not feel personally rejected 65
not feel personally threatened 406
not feel physically threatened 208
not feel relatively deprived 59
not feel sufficient interest 213
not felt sufficient interest 84
not find conclusive evidence 313
not find consistent evidence 89
not find consistent patterns 42
not find employment anywhere 122
not find infinitely numerous 113
not find persuasive evidence 42
not find substantial equality 273
not find substantial evidence 152
not find sufficient authority 83
not find sufficient distress 71
not find sufficient evidence 1612
not find sufficient interest 42
not find sufficient property 84
not find sufficient sureties 43
not foul electrical contacts 58
not from deliberate intention 91
not from experience conclude 51
not from groundless timidity 42
not from properties inherent 160
not gain sufficient altitude 43
not gain sufficient momentum 79
not give absolutely accurate 114
not give appropriate attention 66
not give completely accurate 51
not give conclusive evidence 480
not give continuous attention 48
not give individual attention 113
not give information concerning 303
not give information directly 56
not give particular attention 133
not give sufficient accuracy 158
not give sufficient attention 3314
not give sufficient authority 55
not give sufficient contrast 69
not give sufficient credence 104
not give sufficient direction 52
not give sufficient emphasis 502
not give sufficient evidence 343
not give sufficient exposure 56
not give sufficient guidance 202
not give sufficient practice 47
not give sufficient pressure 54
not give sufficient security 420
not give systematic attention 40
not giving sufficient attention 764
not giving sufficient emphasis 98
not good educational practice 88
not good management practice 57
not good scientific practice 43
not grow immediately worthless 41
not have adequately captured 57
not have adequately prepared 165
not have analytical solutions 168
not have appreciably affected 114
not have appreciably increased 50
not have basketball practice 57
not have clinically apparent 113
not have collective bargaining 354
not have completely resolved 46
not have compulsory education 99
not have compulsory military 79
not have conclusive evidence 535
not have consciously intended 181
not have considered otherwise 236
not have considered possible 191
not have considered seriously 56
not have definitive evidence 122
not have detectable antibody 90
not have diplomatic immunity 363
not have diplomatic relations 3218
not have disappeared entirely 165
not have discipline problems 175
not have discovered otherwise 118
not have discovered slightly 63
not have ecological validity 50
not have essentially crippled 56
not have extricated yourself 72
not have government approval 107
not have historical evidence 44
not have immediately followed 81
not have immediately occurred 89
not have immediately received 55
not have individual accounts 89
not have information concerning 278
not have interfered seriously 72
not have legitimate authority 123
not have legitimate business 111
not have legitimate children 61
not have manifested surprise 42
not have ordinarily occurred 52
not have originally intended 109
not have originated anywhere 57
not have overwhelming evidence 46
not have particular problems 64
not have positively proposed 46
not have predictive validity 107
not have psychiatric problems 68
not have regulatory authority 148
not have rheumatoid arthritis 355
not have scientific evidence 100
not have scientific validity 51
not have shamefully betrayed 88
not have substantial authority 65
not have substantial business 74
not have substantial economic 1009
not have substantial evidence 91
not have substantial financial 69
not have substantial interest 61
not have substantial personal 79
not have sufficient academic 73
not have sufficient accuracy 245
not have sufficient activity 70
not have sufficient aircraft 78
not have sufficient altitude 80
not have sufficient attention 48
not have sufficient authority 1126
not have sufficient autonomy 112
not have sufficient bandwidth 224
not have sufficient bargaining 105
not have sufficient buoyancy 52
not have sufficient business 153
not have sufficient capacity 1857
not have sufficient chemical 178
not have sufficient clearance 125
not have sufficient clinical 129
not have sufficient computer 142
not have sufficient contacts 338
not have sufficient contrast 123
not have sufficient coverage 108
not have sufficient currency 61
not have sufficient detailed 50
not have sufficient distance 89
not have sufficient domestic 96
not have sufficient economic 434
not have sufficient education 398
not have sufficient elements 100
not have sufficient emotional 105
not have sufficient evidence 4034
not have sufficient exercise 97
not have sufficient exposure 129
not have sufficient finances 85
not have sufficient financial 1370
not have sufficient inherent 45
not have sufficient interest 791
not have sufficient internal 288
not have sufficient judgment 52
not have sufficient latitude 48
not have sufficient leverage 166
not have sufficient linguistic 50
not have sufficient manpower 497
not have sufficient materials 100
not have sufficient maturity 117
not have sufficient military 676
not have sufficient mobility 104
not have sufficient moisture 168
not have sufficient momentum 155
not have sufficient muscular 47
not have sufficient patience 129
not have sufficient personal 309
not have sufficient physical 149
not have sufficient positive 55
not have sufficient potential 130
not have sufficient practice 108
not have sufficient precision 132
not have sufficient presence 108
not have sufficient pressure 138
not have sufficient prestige 134
not have sufficient probable 60
not have sufficient processing 69
not have sufficient property 334
not have sufficient purchasing 143
not have sufficient quantity 79
not have sufficient rainfall 69
not have sufficient reserves 561
not have sufficient residual 94
not have sufficient revenues 135
not have sufficient rigidity 81
not have sufficient security 183
not have sufficient seniority 89
not have sufficient soldiers 53
not have sufficient supplies 315
not have sufficient supporting 44
not have sufficient thickness 68
not have sufficient validity 57
not have sufficient velocity 119
not have sufficient vitality 114
not have systematic evidence 70
not have terminated otherwise 127
not have territorial ambitions 96
not have understood otherwise 86
not have understood properly 41
not have unfettered authority 55
not have unilateral authority 88
not have university education 40
not having cultivated relations 58
not having diplomatic relations 196
not having immediately answered 47
not having sufficient authority 91
not having sufficient capacity 114
not having sufficient evidence 130
not having sufficient interest 77
not having sufficient property 293
not having sufficient supplies 61
not having sufficient vitality 47
not hold government positions 95
not hold sufficient moisture 50
not hold territorial baronies 44
not just government agencies 57
not just government officials 148
not just individual citizens 46
not just individual elements 51
not just individual families 47
not just individual patients 44
not just individual problems 43
not just information obtained 44
not just rhetorical questions 73
not just university students 55
not kept adequately informed 113
not laid sufficient emphasis 64
not leave unanswered questions 47
not less frequently deceived 102
not less maliciously subjoins 41
not like unanswered questions 86
not like unexpected visitors 59
not like unfinished business 93
not made appreciable progress 56
not made comparable progress 56
not made completely explicit 40
not made substantial progress 268
not made sufficient advances 151
not made sufficient progress 967
not made sufficient provision 297
not make admissible evidence 78
not make appreciable progress 87
not make appropriate decisions 114
not make assumptions concerning 45
not make autonomous decisions 70
not make collective bargaining 46
not make derogatory comments 67
not make employment decisions 204
not make impossible promises 51
not make individual decisions 81
not make information relevant 65
not make investment decisions 160
not make management decisions 215
not make statements concerning 43
not make substantial progress 308
not make sufficient progress 400
not make sufficient provision 430
not make systematic mistakes 200
not make unilateral decisions 292
not make unrealistic promises 121
not making appropriate progress 69
not making sufficient exertions 70
not making sufficient progress 722
